SourceRow;WorkerID;RawPrefix;PrefixASCII;TailN;OriginalFilename;CalculatedFilename;Result;OriginalLen;CalculatedLen;FirstDiffPos;OriginalAtDiff;CalculatedAtDiff;Block1;Block2;Tail
179;1Y10000101;44;44;3;0D0I1M0I0H0H0H0H0I0H0I1O1T2X1T1S1T1S1T1U1S1T0--0I1M0I2B0I0I0H652F;0D0I1M0I0H0H0H0H0I0H0I1O1T2X1T1S1T1S1T1U1S1T0--0I1M0I2B0I0I0H652F;OK;65;65;;;;0D0I1M0I0H0H0H0H0I0H0I;1O1T2X1T1S1T1S1T1U1S1T;0I1M0I2B0I0I0H652F
180;2P90000101;44;44;3;0D0J1D0Q0H0H0H0H0I0H0I1O1U2O211S1T1S1T1U1S1T0--0J1D0Q2B0I0I0H652F;0D0J1D0Q0H0H0H0H0I0H0I1O1U2O211S1T1S1T1U1S1T0--0J1D0Q2B0I0I0H652F;OK;65;65;;;;0D0J1D0Q0H0H0H0H0I0H0I;1O1U2O211S1T1S1T1U1S1T;0J1D0Q2B0I0I0H652F
181;S9WRJ00101;144;44;5;0D1G0Q1K1F170H0H0I0H0I1O2R212V2Q2I1S1T1U1S1T0--1G0Q1K1F170P0I0I0H630R0;0D1G0Q1K1F170H0H0I0H0I1O2R212V2Q2I1S1T1U1S1T0--1G0Q1K1F170P0I0I0H630R0;OK;70;70;;;;0D1G0Q1K1F170H0H0I0H0I;1O2R212V2Q2I1S1T1U1S1T;1G0Q1K1F170P0I0I0H630R0
182;Y200000101;44;44;2;0D1M0J0H0H0H0H0H0I0H0I1O2X1U1S1T1S1T1S1T1S1T0--1M0J0Y0I0I0H66130;0D1M0J0H0H0H0H0H0I0H0I1O2X1U1S1T1S1T1S1T1S1T0--1M0J0Y0I0I0H66130;OK;64;64;;;;0D1M0J0H0H0H0H0H0I0H0I;1O2X1U1S1T1S1T1S1T1S1T;1M0J0Y0I0I0H66130
183;1S80000101;45;45;3;0E0I1G0P0H0H0H0H0I0H0I1Q1U2S211T1U1T1U1V1T1U0--0I1G0P2C0I0H0I652G;0E0I1G0P0H0H0H0H0I0H0I1Q1U2S211T1U1T1U1V1T1U0--0I1G0P2C0I0H0I652G;OK;65;65;;;;0E0I1G0P0H0H0H0H0I0H0I;1Q1U2S211T1U1T1U1V1T1U;0I1G0P2C0I0H0I652G
184;1T70000101;45;45;3;0E0I1H0O0H0H0H0H0I0H0I1Q1U2T201T1U1T1U1V1T1U0--0I1H0O2C0I0H0I652G;0E0I1H0O0H0H0H0H0I0H0I1Q1U2T201T1U1T1U1V1T1U0--0I1H0O2C0I0H0I652G;OK;65;65;;;;0E0I1H0O0H0H0H0H0I0H0I;1Q1U2T201T1U1T1U1V1T1U;0I1H0O2C0I0H0I652G
185;1X30000101;45;45;3;0E0I1L0K0H0H0H0H0I0H0I1Q1U2X1W1T1U1T1U1V1T1U0--0I1L0K2C0I0H0I652G;0E0I1L0K0H0H0H0H0I0H0I1Q1U2X1W1T1U1T1U1V1T1U0--0I1L0K2C0I0H0I652G;OK;65;65;;;;0E0I1L0K0H0H0H0H0I0H0I;1Q1U2X1W1T1U1T1U1V1T1U;0I1L0K2C0I0H0I652G
186;1Y20000101;45;45;3;0E0I1M0J0H0H0H0H0I0H0I1Q1U2Y1V1T1U1T1U1V1T1U0--0I1M0J2C0I0H0I652G;0E0I1M0J0H0H0H0H0I0H0I1Q1U2Y1V1T1U1T1U1V1T1U0--0I1M0J2C0I0H0I652G;OK;65;65;;;;0E0I1M0J0H0H0H0H0I0H0I;1Q1U2Y1V1T1U1T1U1V1T1U;0I1M0J2C0I0H0I652G
187;2GC0000101;45;45;3;0E0J14100H0H0H0H0I0H0I1Q1V2G2C1T1U1T1U1V1T1U0--0J14102C0I0H0I652G;0E0J14100H0H0H0H0I0H0I1Q1V2G2C1T1U1T1U1V1T1U0--0J14102C0I0H0I652G;OK;65;65;;;;0E0J14100H0H0H0H0I0H0I;1Q1V2G2C1T1U1T1U1V1T1U;0J14102C0I0H0I652G
188;2R80000101;45;45;3;0E0J1F0P0H0H0H0H0I0H0I1Q1V2R211T1U1T1U1V1T1U0--0J1F0P2C0I0H0I652G;0E0J1F0P0H0H0H0H0I0H0I1Q1V2R211T1U1T1U1V1T1U0--0J1F0P2C0I0H0I652G;OK;65;65;;;;0E0J1F0P0H0H0H0H0I0H0I;1Q1V2R211T1U1T1U1V1T1U;0J1F0P2C0I0H0I652G
189;ONIPJ00101;145;45;5;0E1C1B161D170H0H0I0H0I1Q2O2N2I2P2J1T1U1V1T1U0--1C1B161D170Q0I0H0I630S0;0E1C1B161D170H0H0I0H0I1Q2O2N2I2P2J1T1U1V1T1U0--1C1B161D170Q0I0H0I630S0;OK;70;70;;;;0E1C1B161D170H0H0I0H0I;1Q2O2N2I2P2J1T1U1V1T1U;1C1B161D170Q0I0H0I630S0
190;Z200000101;45;45;2;0E1N0J0H0H0H0H0H0I0H0I1Q2Z1V1T1U1T1U1T1U1T1U0--1N0J0Z0I0H0I66140;0E1N0J0H0H0H0H0H0I0H0I1Q2Z1V1T1U1T1U1T1U1T1U0--1N0J0Z0I0H0I66140;OK;64;64;;;;0E1N0J0H0H0H0H0H0I0H0I;1Q2Z1V1T1U1T1U1T1U1T1U;1N0J0Z0I0H0I66140
191;1T80000101;46;46;3;0F0I1H0P0H0H0H0H0I0H0I1S1V2U221U1V1U1V1W1U1V0--0I1H0P2D0I0I0H652H;0F0I1H0P0H0H0H0H0I0H0I1S1V2U221U1V1U1V1W1U1V0--0I1H0P2D0I0I0H652H;OK;65;65;;;;0F0I1H0P0H0H0H0H0I0H0I;1S1V2U221U1V1U1V1W1U1V;0I1H0P2D0I0I0H652H
192;1U70000101;46;46;3;0F0I1I0O0H0H0H0H0I0H0I1S1V2V211U1V1U1V1W1U1V0--0I1I0O2D0I0I0H652H;0F0I1I0O0H0H0H0H0I0H0I1S1V2V211U1V1U1V1W1U1V0--0I1I0O2D0I0I0H652H;OK;65;65;;;;0F0I1I0O0H0H0H0H0I0H0I;1S1V2V211U1V1U1V1W1U1V;0I1I0O2D0I0I0H652H
193;1X40000101;46;46;3;0F0I1L0L0H0H0H0H0I0H0I1S1V2Y1Y1U1V1U1V1W1U1V0--0I1L0L2D0I0I0H652H;0F0I1L0L0H0H0H0H0I0H0I1S1V2Y1Y1U1V1U1V1W1U1V0--0I1L0L2D0I0I0H652H;OK;65;65;;;;0F0I1L0L0H0H0H0H0I0H0I;1S1V2Y1Y1U1V1U1V1W1U1V;0I1L0L2D0I0I0H652H
194;2JA0000101;46;46;3;0F0J170Y0H0H0H0H0I0H0I1S1W2K2B1U1V1U1V1W1U1V0--0J170Y2D0I0I0H652H;0F0J170Y0H0H0H0H0I0H0I1S1W2K2B1U1V1U1V1W1U1V0--0J170Y2D0I0I0H652H;OK;65;65;;;;0F0J170Y0H0H0H0H0I0H0I;1S1W2K2B1U1V1U1V1W1U1V;0J170Y2D0I0I0H652H
195;3R80000101;46;46;3;0F0K1F0P0H0H0H0H0I0H0I1S1X2S221U1V1U1V1W1U1V0--0K1F0P2D0I0I0H652H;0F0K1F0P0H0H0H0H0I0H0I1S1X2S221U1V1U1V1W1U1V0--0K1F0P2D0I0I0H652H;OK;65;65;;;;0F0K1F0P0H0H0H0H0I0H0I;1S1X2S221U1V1U1V1W1U1V;0K1F0P2D0I0I0H652H
196;6V10000101;46;46;3;0F0N1J0I0H0H0H0H0I0H0I1S202W1V1U1V1U1V1W1U1V0--0N1J0I2D0I0I0H652H;0F0N1J0I0H0H0H0H0I0H0I1S202W1V1U1V1U1V1W1U1V0--0N1J0I2D0I0I0H652H;OK;65;65;;;;0F0N1J0I0H0H0H0H0I0H0I;1S202W1V1U1V1U1V1W1U1V;0N1J0I2D0I0I0H652H
197;QUDMJ00101;146;46;5;0F1E1I111A170H0H0I0H0I1S2R2V2E2N2K1U1V1W1U1V0--1E1I111A170R0I0I0H630T0;0F1E1I111A170H0H0I0H0I1S2R2V2E2N2K1U1V1W1U1V0--1E1I111A170R0I0I0H630T0;OK;70;70;;;;0F1E1I111A170H0H0I0H0I;1S2R2V2E2N2K1U1V1W1U1V;1E1I111A170R0I0I0H630T0
198;Z300000101;46;46;2;0F1N0K0H0H0H0H0H0I0H0I1S301X1U1V1U1V1U1V1U1V0--1N0K100I0I0H66150;0F1N0K0H0H0H0H0H0I0H0I1S301X1U1V1U1V1U1V1U1V0--1N0K100I0I0H66150;OK;64;64;;;;0F1N0K0H0H0H0H0H0I0H0I;1S301X1U1V1U1V1U1V1U1V;1N0K100I0I0H66150
199;1JC0000101;47;47;3;0G0I17100H0H0H0H0I0H0I1U1W2L2E1V1W1V1W1X1V1W0--0I17102E0I0H0I652I;0G0I17100H0H0H0H0I0H0I1U1W2L2E1V1W1V1W1X1V1W0--0I17102E0I0H0I652I;OK;65;65;;;;0G0I17100H0H0H0H0I0H0I;1U1W2L2E1V1W1V1W1X1V1W;0I17102E0I0H0I652I
200;1LA0000101;47;47;3;0G0I190Y0H0H0H0H0I0H0I1U1W2N2C1V1W1V1W1X1V1W0--0I190Y2E0I0H0I652I;0G0I190Y0H0H0H0H0I0H0I1U1W2N2C1V1W1V1W1X1V1W0--0I190Y2E0I0H0I652I;OK;65;65;;;;0G0I190Y0H0H0H0H0I0H0I;1U1W2N2C1V1W1V1W1X1V1W;0I190Y2E0I0H0I652I
201;1U80000101;47;47;3;0G0I1I0P0H0H0H0H0I0H0I1U1W2W231V1W1V1W1X1V1W0--0I1I0P2E0I0H0I652I;0G0I1I0P0H0H0H0H0I0H0I1U1W2W231V1W1V1W1X1V1W0--0I1I0P2E0I0H0I652I;OK;65;65;;;;0G0I1I0P0H0H0H0H0I0H0I;1U1W2W231V1W1V1W1X1V1W;0I1I0P2E0I0H0I652I
202;1V70000101;47;47;3;0G0I1J0O0H0H0H0H0I0H0I1U1W2X221V1W1V1W1X1V1W0--0I1J0O2E0I0H0I652I;0G0I1J0O0H0H0H0H0I0H0I1U1W2X221V1W1V1W1X1V1W0--0I1J0O2E0I0H0I652I;OK;65;65;;;;0G0I1J0O0H0H0H0H0I0H0I;1U1W2X221V1W1V1W1X1V1W;0I1J0O2E0I0H0I652I
203;5X10000101;47;47;3;0G0M1L0I0H0H0H0H0I0H0I1U202Z1W1V1W1V1W1X1V1W0--0M1L0I2E0I0H0I652I;0G0M1L0I0H0H0H0H0I0H0I1U202Z1W1V1W1V1W1X1V1W0--0M1L0I2E0I0H0I652I;OK;65;65;;;;0G0M1L0I0H0H0H0H0I0H0I;1U202Z1W1V1W1V1W1X1V1W;0M1L0I2E0I0H0I652I
204;NQFSJ00101;147;47;5;0G1B1E131G170H0H0I0H0I1U2P2S2H2U2L1V1W1X1V1W0--1B1E131G170S0I0H0I630U0;0G1B1E131G170H0H0I0H0I1U2P2S2H2U2L1V1W1X1V1W0--1B1E131G170S0I0H0I630U0;OK;70;70;;;;0G1B1E131G170H0H0I0H0I;1U2P2S2H2U2L1V1W1X1V1W;1B1E131G170S0I0H0I630U0
205;PHSMJ00101;147;47;5;0G1D151G1A170H0H0I0H0I1U2R2J2U2O2L1V1W1X1V1W0--1D151G1A170S0I0H0I630U0;0G1D151G1A170H0H0I0H0I1U2R2J2U2O2L1V1W1X1V1W0--1D151G1A170S0I0H0I630U0;OK;70;70;;;;0G1D151G1A170H0H0I0H0I;1U2R2J2U2O2L1V1W1X1V1W;1D151G1A170S0I0H0I630U0
206;VY3VJ00101;147;47;5;0G1J1M0K1J170H0H0I0H0I1U2X301Y2X2L1V1W1X1V1W0--1J1M0K1J170S0I0H0I630U0;0G1J1M0K1J170H0H0I0H0I1U2X301Y2X2L1V1W1X1V1W0--1J1M0K1J170S0I0H0I630U0;OK;70;70;;;;0G1J1M0K1J170H0H0I0H0I;1U2X301Y2X2L1V1W1X1V1W;1J1M0K1J170S0I0H0I630U0
207;Z3YRJ00101;147;47;5;0G1N0K1M1F170H0H0I0H0I1U311Y302T2L1V1W1X1V1W0--1N0K1M1F170S0I0H0I630U0;0G1N0K1M1F170H0H0I0H0I1U311Y302T2L1V1W1X1V1W0--1N0K1M1F170S0I0H0I630U0;OK;70;70;;;;0G1N0K1M1F170H0H0I0H0I;1U311Y302T2L1V1W1X1V1W;1N0K1M1F170S0I0H0I630U0
208;1KC0000101;48;48;3;0H0I18100H0H0H0H0I0H0I1W1X2N2F1W1X1W1X1Y1W1X0--0I18102F0I0I0H652J;0H0I18100H0H0H0H0I0H0I1W1X2N2F1W1X1W1X1Y1W1X0--0I18102F0I0I0H652J;OK;65;65;;;;0H0I18100H0H0H0H0I0H0I;1W1X2N2F1W1X1W1X1Y1W1X;0I18102F0I0I0H652J
209;1MA0000101;48;48;3;0H0I1A0Y0H0H0H0H0I0H0I1W1X2P2D1W1X1W1X1Y1W1X0--0I1A0Y2F0I0I0H652J;0H0I1A0Y0H0H0H0H0I0H0I1W1X2P2D1W1X1W1X1Y1W1X0--0I1A0Y2F0I0I0H652J;OK;65;65;;;;0H0I1A0Y0H0H0H0H0I0H0I;1W1X2P2D1W1X1W1X1Y1W1X;0I1A0Y2F0I0I0H652J
210;1V80000101;48;48;3;0H0I1J0P0H0H0H0H0I0H0I1W1X2Y241W1X1W1X1Y1W1X0--0I1J0P2F0I0I0H652J;0H0I1J0P0H0H0H0H0I0H0I1W1X2Y241W1X1W1X1Y1W1X0--0I1J0P2F0I0I0H652J;OK;65;65;;;;0H0I1J0P0H0H0H0H0I0H0I;1W1X2Y241W1X1W1X1Y1W1X;0I1J0P2F0I0I0H652J
211;1X60000101;48;48;3;0H0I1L0N0H0H0H0H0I0H0I1W1X30221W1X1W1X1Y1W1X0--0I1L0N2F0I0I0H652J;0H0I1L0N0H0H0H0H0I0H0I1W1X30221W1X1W1X1Y1W1X0--0I1L0N2F0I0I0H652J;OK;65;65;;;;0H0I1L0N0H0H0H0H0I0H0I;1W1X30221W1X1W1X1Y1W1X;0I1L0N2F0I0I0H652J
212;1Y50000101;48;48;3;0H0I1M0M0H0H0H0H0I0H0I1W1X31211W1X1W1X1Y1W1X0--0I1M0M2F0I0I0H652J;0H0I1M0M0H0H0H0H0I0H0I1W1X31211W1X1W1X1Y1W1X0--0I1M0M2F0I0I0H652J;OK;65;65;;;;0H0I1M0M0H0H0H0H0I0H0I;1W1X31211W1X1W1X1Y1W1X;0I1M0M2F0I0I0H652J
213;1Z40000101;48;48;3;0H0I1N0L0H0H0H0H0I0H0I1W1X32201W1X1W1X1Y1W1X0--0I1N0L2F0I0I0H652J;0H0I1N0L0H0H0H0H0I0H0I1W1X32201W1X1W1X1Y1W1X0--0I1N0L2F0I0I0H652J;OK;65;65;;;;0H0I1N0L0H0H0H0H0I0H0I;1W1X32201W1X1W1X1Y1W1X;0I1N0L2F0I0I0H652J
214;2LA0000101;48;48;3;0H0J190Y0H0H0H0H0I0H0I1W1Y2O2D1W1X1W1X1Y1W1X0--0J190Y2F0I0I0H652J;0H0J190Y0H0H0H0H0I0H0I1W1Y2O2D1W1X1W1X1Y1W1X0--0J190Y2F0I0I0H652J;OK;65;65;;;;0H0J190Y0H0H0H0H0I0H0I;1W1Y2O2D1W1X1W1X1Y1W1X;0J190Y2F0I0I0H652J
215;7W10000101;48;48;3;0H0O1K0I0H0H0H0H0I0H0I1W232Z1X1W1X1W1X1Y1W1X0--0O1K0I2F0I0I0H652J;0H0O1K0I0H0H0H0H0I0H0I1W232Z1X1W1X1W1X1Y1W1X0--0O1K0I2F0I0I0H652J;OK;65;65;;;;0H0O1K0I0H0H0H0H0I0H0I;1W232Z1X1W1X1W1X1Y1W1X;0O1K0I2F0I0I0H652J
216;NFUPJ00101;148;48;5;0H1B131I1D170H0H0I0H0I1W2Q2I2X2S2M1W1X1Y1W1X0--1B131I1D170T0I0I0H630V0;0H1B131I1D170H0H0I0H0I1W2Q2I2X2S2M1W1X1Y1W1X0--1B131I1D170T0I0I0H630V0;OK;70;70;;;;0H1B131I1D170H0H0I0H0I;1W2Q2I2X2S2M1W1X1Y1W1X;1B131I1D170T0I0I0H630V0
217;OPJPJ00101;148;48;5;0H1C1D171D170H0H0I0H0I1W2R2S2M2S2M1W1X1Y1W1X0--1C1D171D170T0I0I0H630V0;0H1C1D171D170H0H0I0H0I1W2R2S2M2S2M1W1X1Y1W1X0--1C1D171D170T0I0I0H630V0;OK;70;70;;;;0H1C1D171D170H0H0I0H0I;1W2R2S2M2S2M1W1X1Y1W1X;1C1D171D170T0I0I0H630V0
218;OQFSJ00101;148;48;5;0H1C1E131G170H0H0I0H0I1W2R2T2I2V2M1W1X1Y1W1X0--1C1E131G170T0I0I0H630V0;0H1C1E131G170H0H0I0H0I1W2R2T2I2V2M1W1X1Y1W1X0--1C1E131G170T0I0I0H630V0;OK;70;70;;;;0H1C1E131G170H0H0I0H0I;1W2R2T2I2V2M1W1X1Y1W1X;1C1E131G170T0I0I0H630V0
219;QTFNJ00101;148;48;5;0H1E1H131B170H0H0I0H0I1W2T2W2I2Q2M1W1X1Y1W1X0--1E1H131B170T0I0I0H630V0;0H1E1H131B170H0H0I0H0I1W2T2W2I2Q2M1W1X1Y1W1X0--1E1H131B170T0I0I0H630V0;OK;70;70;;;;0H1E1H131B170H0H0I0H0I;1W2T2W2I2Q2M1W1X1Y1W1X;1E1H131B170T0I0I0H630V0
220;V900000101;48;48;2;0H1J0Q0H0H0H0H0H0I0H0I1W2Y251W1X1W1X1W1X1W1X0--1J0Q120I0I0H66170;0H1J0Q0H0H0H0H0H0I0H0I1W2Y251W1X1W1X1W1X1W1X0--1J0Q120I0I0H66170;OK;64;64;;;;0H1J0Q0H0H0H0H0H0I0H0I;1W2Y251W1X1W1X1W1X1W1X;1J0Q120I0I0H66170
221;1LC0000101;49;49;3;0I0I19100H0H0H0H0I0H0I1Y1Z2P2G1X1Y1X1Y1Z1X1Y0--0I19102G0I0H0I652K;0I0I19100H0H0H0H0I0H0I1Y1Z2P2G1X1Y1X1Y1Z1X1Y0--0I19102G0I0H0I652K;OK;65;65;;;;0I0I19100H0H0H0H0I0H0I;1Y1Z2P2G1X1Y1X1Y1Z1X1Y;0I19102G0I0H0I652K
222;1MB0000101;49;49;3;0I0I1A0Z0H0H0H0H0I0H0I1Y1Z2Q2F1X1Y1X1Y1Z1X1Y0--0I1A0Z2G0I0H0I652K;0I0I1A0Z0H0H0H0H0I0H0I1Y1Z2Q2F1X1Y1X1Y1Z1X1Y0--0I1A0Z2G0I0H0I652K;OK;65;65;;;;0I0I1A0Z0H0H0H0H0I0H0I;1Y1Z2Q2F1X1Y1X1Y1Z1X1Y;0I1A0Z2G0I0H0I652K
223;1W80000101;49;49;3;0I0I1K0P0H0H0H0H0I0H0I1Y1Z30251X1Y1X1Y1Z1X1Y0--0I1K0P2G0I0H0I652K;0I0I1K0P0H0H0H0H0I0H0I1Y1Z30251X1Y1X1Y1Z1X1Y0--0I1K0P2G0I0H0I652K;OK;65;65;;;;0I0I1K0P0H0H0H0H0I0H0I;1Y1Z30251X1Y1X1Y1Z1X1Y;0I1K0P2G0I0H0I652K
224;2Z40000101;49;49;3;0I0J1N0L0H0H0H0H0I0H0I1Y1Z33211X1Y1X1Y1Z1X1Y0--0J1N0L2G0I0H0I652K;0I0J1N0L0H0H0H0H0I0H0I1Y1Z33211X1Y1X1Y1Z1X1Y0--0J1N0L2G0I0H0I652K;OK;65;65;;;;0I0J1N0L0H0H0H0H0I0H0I;1Y1Z33211X1Y1X1Y1Z1X1Y;0J1N0L2G0I0H0I652K
225;DRQSJ00101;149;49;5;0I111F1E1G170H0H0I0H0I1Y2H2V2U2W2N1X1Y1Z1X1Y0--111F1E1G170U0I0H0I630W0;0I111F1E1G170H0H0I0H0I1Y2H2V2U2W2N1X1Y1Z1X1Y0--111F1E1G170U0I0H0I630W0;OK;70;70;;;;0I111F1E1G170H0H0I0H0I;1Y2H2V2U2W2N1X1Y1Z1X1Y;111F1E1G170U0I0H0I630W0
226;W900000101;49;49;2;0I1K0Q0H0H0H0H0H0I0H0I1Y30261X1Y1X1Y1X1Y1X1Y0--1K0Q130I0H0I66180;0I1K0Q0H0H0H0H0H0I0H0I1Y30261X1Y1X1Y1X1Y1X1Y0--1K0Q130I0H0I66180;OK;64;64;;;;0I1K0Q0H0H0H0H0H0I0H0I;1Y30261X1Y1X1Y1X1Y1X1Y;1K0Q130I0H0I66180
227;1MC0000101;50;50;3;0J0I1A100H0H0H0H0I0H0I201Z2R2H1Y1Z1Y1Z201Y1Z0--0I1A102H0I0I0H652L;0J0I1A100H0H0H0H0I0H0I201Z2R2H1Y1Z1Y1Z201Y1Z0--0I1A102H0I0I0H652L;OK;65;65;;;;0J0I1A100H0H0H0H0I0H0I;201Z2R2H1Y1Z1Y1Z201Y1Z;0I1A102H0I0I0H652L
228;1NB0000101;50;50;3;0J0I1B0Z0H0H0H0H0I0H0I201Z2S2G1Y1Z1Y1Z201Y1Z0--0I1B0Z2H0I0I0H652L;0J0I1B0Z0H0H0H0H0I0H0I201Z2S2G1Y1Z1Y1Z201Y1Z0--0I1B0Z2H0I0I0H652L;OK;65;65;;;;0J0I1B0Z0H0H0H0H0I0H0I;201Z2S2G1Y1Z1Y1Z201Y1Z;0I1B0Z2H0I0I0H652L
229;1W90000101;50;50;3;0J0I1K0Q0H0H0H0H0I0H0I201Z31271Y1Z1Y1Z201Y1Z0--0I1K0Q2H0I0I0H652L;0J0I1K0Q0H0H0H0H0I0H0I201Z31271Y1Z1Y1Z201Y1Z0--0I1K0Q2H0I0I0H652L;OK;65;65;;;;0J0I1K0Q0H0H0H0H0I0H0I;201Z31271Y1Z1Y1Z201Y1Z;0I1K0Q2H0I0I0H652L
230;1X80000101;50;50;3;0J0I1L0P0H0H0H0H0I0H0I201Z32261Y1Z1Y1Z201Y1Z0--0I1L0P2H0I0I0H652L;0J0I1L0P0H0H0H0H0I0H0I201Z32261Y1Z1Y1Z201Y1Z0--0I1L0P2H0I0I0H652L;OK;65;65;;;;0J0I1L0P0H0H0H0H0I0H0I;201Z32261Y1Z1Y1Z201Y1Z;0I1L0P2H0I0I0H652L
231;2W80000101;50;50;3;0J0J1K0P0H0H0H0H0I0H0I202131261Y1Z1Y1Z201Y1Z0--0J1K0P2H0I0I0H652L;0J0J1K0P0H0H0H0H0I0H0I202131261Y1Z1Y1Z201Y1Z0--0J1K0P2H0I0I0H652L;OK;65;65;;;;0J0J1K0P0H0H0H0H0I0H0I;202131261Y1Z1Y1Z201Y1Z;0J1K0P2H0I0I0H652L
232;4U80000101;50;50;3;0J0L1I0P0H0H0H0H0I0H0I20222Z261Y1Z1Y1Z201Y1Z0--0L1I0P2H0I0I0H652L;0J0L1I0P0H0H0H0H0I0H0I20222Z261Y1Z1Y1Z201Y1Z0--0L1I0P2H0I0I0H652L;OK;65;65;;;;0J0L1I0P0H0H0H0H0I0H0I;20222Z261Y1Z1Y1Z201Y1Z;0L1I0P2H0I0I0H652L
233;KXKMJ00101;150;50;5;0J181L181A170H0H0I0H0I202P322P2R2O1Y1Z201Y1Z0--181L181A170V0I0I0H630X0;0J181L181A170H0H0I0H0I202P322P2R2O1Y1Z201Y1Z0--181L181A170V0I0I0H630X0;OK;70;70;;;;0J181L181A170H0H0I0H0I;202P322P2R2O1Y1Z201Y1Z;181L181A170V0I0I0H630X0
234;PQKOJ00101;150;50;5;0J1D1E181C170H0H0I0H0I202U2V2P2T2O1Y1Z201Y1Z0--1D1E181C170V0I0I0H630X0;0J1D1E181C170H0H0I0H0I202U2V2P2T2O1Y1Z201Y1Z0--1D1E181C170V0I0I0H630X0;OK;70;70;;;;0J1D1E181C170H0H0I0H0I;202U2V2P2T2O1Y1Z201Y1Z;1D1E181C170V0I0I0H630X0
235;ZQBNJ00101;150;50;5;0J1N1E0Z1B170H0H0I0H0I20342V2G2S2O1Y1Z201Y1Z0--1N1E0Z1B170V0I0I0H630X0;0J1N1E0Z1B170H0H0I0H0I20342V2G2S2O1Y1Z201Y1Z0--1N1E0Z1B170V0I0I0H630X0;OK;70;70;;;;0J1N1E0Z1B170H0H0I0H0I;20342V2G2S2O1Y1Z201Y1Z;1N1E0Z1B170V0I0I0H630X0
236;1NC0000101;51;51;3;0K0I1B100H0H0H0H0I0H0I22202T2I1Z201Z20211Z200--0I1B102I0I0H0I652M;0K0I1B100H0H0H0H0I0H0I22202T2I1Z201Z20211Z200--0I1B102I0I0H0I652M;OK;65;65;;;;0K0I1B100H0H0H0H0I0H0I;22202T2I1Z201Z20211Z20;0I1B102I0I0H0I652M
237;1OB0000101;51;51;3;0K0I1C0Z0H0H0H0H0I0H0I22202U2H1Z201Z20211Z200--0I1C0Z2I0I0H0I652M;0K0I1C0Z0H0H0H0H0I0H0I22202U2H1Z201Z20211Z200--0I1C0Z2I0I0H0I652M;OK;65;65;;;;0K0I1C0Z0H0H0H0H0I0H0I;22202U2H1Z201Z20211Z20;0I1C0Z2I0I0H0I652M
238;1PA0000101;51;51;3;0K0I1D0Y0H0H0H0H0I0H0I22202V2G1Z201Z20211Z200--0I1D0Y2I0I0H0I652M;0K0I1D0Y0H0H0H0H0I0H0I22202V2G1Z201Z20211Z200--0I1D0Y2I0I0H0I652M;OK;65;65;;;;0K0I1D0Y0H0H0H0H0I0H0I;22202V2G1Z201Z20211Z20;0I1D0Y2I0I0H0I652M
239;1X90000101;51;51;3;0K0I1L0Q0H0H0H0H0I0H0I222033281Z201Z20211Z200--0I1L0Q2I0I0H0I652M;0K0I1L0Q0H0H0H0H0I0H0I222033281Z201Z20211Z200--0I1L0Q2I0I0H0I652M;OK;65;65;;;;0K0I1L0Q0H0H0H0H0I0H0I;222033281Z201Z20211Z20;0I1L0Q2I0I0H0I652M
240;1Y80000101;51;51;3;0K0I1M0P0H0H0H0H0I0H0I222034271Z201Z20211Z200--0I1M0P2I0I0H0I652M;0K0I1M0P0H0H0H0H0I0H0I222034271Z201Z20211Z200--0I1M0P2I0I0H0I652M;OK;65;65;;;;0K0I1M0P0H0H0H0H0I0H0I;222034271Z201Z20211Z20;0I1M0P2I0I0H0I652M
241;2NB0000101;51;51;3;0K0J1B0Z0H0H0H0H0I0H0I22212T2H1Z201Z20211Z200--0J1B0Z2I0I0H0I652M;0K0J1B0Z0H0H0H0H0I0H0I22212T2H1Z201Z20211Z200--0J1B0Z2I0I0H0I652M;OK;65;65;;;;0K0J1B0Z0H0H0H0H0I0H0I;22212T2H1Z201Z20211Z20;0J1B0Z2I0I0H0I652M
242;2Z60000101;51;51;3;0K0J1N0N0H0H0H0H0I0H0I222135251Z201Z20211Z200--0J1N0N2I0I0H0I652M;0K0J1N0N0H0H0H0H0I0H0I222135251Z201Z20211Z200--0J1N0N2I0I0H0I652M;OK;65;65;;;;0K0J1N0N0H0H0H0H0I0H0I;222135251Z201Z20211Z20;0J1N0N2I0I0H0I652M
243;3W80000101;51;51;3;0K0K1K0P0H0H0H0H0I0H0I222332271Z201Z20211Z200--0K1K0P2I0I0H0I652M;0K0K1K0P0H0H0H0H0I0H0I222332271Z201Z20211Z200--0K1K0P2I0I0H0I652M;OK;65;65;;;;0K0K1K0P0H0H0H0H0I0H0I;222332271Z201Z20211Z20;0K1K0P2I0I0H0I652M
244;5U80000101;51;51;3;0K0M1I0P0H0H0H0H0I0H0I222430271Z201Z20211Z200--0M1I0P2I0I0H0I652M;0K0M1I0P0H0H0H0H0I0H0I222430271Z201Z20211Z200--0M1I0P2I0I0H0I652M;OK;65;65;;;;0K0M1I0P0H0H0H0H0I0H0I;222430271Z201Z20211Z20;0M1I0P2I0I0H0I652M
