SourceRow;Filename;WorkerID;Prefix_ASC;TailRaw;TailLen;PairCount;TrailingChar;FirstZeroPos;SignificantLen;W01;W02;W03;W04;W05;W06;W07;W08;W09;W10;W01_ASC;W02_ASC;W03_ASC;W04_ASC;W05_ASC;W06_ASC;W07_ASC;W08_ASC;W09_ASC;W10_ASC;W01_B36;W02_B36;W03_B36;W04_B36;W05_B36;W06_B36;W07_B36;W08_B36;W09_B36;W10_B36;T01_RAW;T02_RAW;T03_RAW;T04_RAW;T05_RAW;T06_RAW;T07_RAW;T08_RAW;T09_RAW;T10_RAW;T11_RAW;T01_NUM;T02_NUM;T03_NUM;T04_NUM;T05_NUM;T06_NUM;T07_NUM;T08_NUM;T09_NUM;T10_NUM;T11_NUM;T01_PLUS31;T02_PLUS31;T03_PLUS31;T04_PLUS31;T05_PLUS31;T06_PLUS31;T07_PLUS31;T08_PLUS31;T09_PLUS31;T10_PLUS31;T11_PLUS31;T01_MATCH_W;T02_MATCH_W;T03_MATCH_W;T04_MATCH_W;T05_MATCH_W;T06_MATCH_W;T07_MATCH_W;T08_MATCH_W;T09_MATCH_W;T10_MATCH_W;T11_MATCH_W;;;SOUHRN;
179;0D0I1M0I0H0H0H0H0I0H0I1O1T2X1T1S1T1S1T1U1S1T0--0I1M0I2B0I0I0H652F;1Y10000101;44;0I1M0I2B0I0I0H652F;18;9;;4;3;1;Y;1;0;0;0;0;1;0;1;49;89;49;48;48;48;48;49;48;49;18;58;18;17;17;17;17;18;17;18;0I;1M;0I;2B;0I;0I;0H;65;2F;;;18;58;18;83;18;18;17;221;87;;;49;89;49;114;49;49;48;252;118;;;W01,W03,W08,W10;W02;W01,W03,W08,W10;;W01,W03,W08,W10;W01,W03,W08,W10;W04,W05,W06,W07,W09;;;;;;;;
180;0D0J1D0Q0H0H0H0H0I0H0I1O1U2O211S1T1S1T1U1S1T0--0J1D0Q2B0I0I0H652F;2P90000101;44;0J1D0Q2B0I0I0H652F;18;9;;4;3;2;P;9;0;0;0;0;1;0;1;50;80;57;48;48;48;48;49;48;49;19;49;26;17;17;17;17;18;17;18;0J;1D;0Q;2B;0I;0I;0H;65;2F;;;19;49;26;83;18;18;17;221;87;;;50;80;57;114;49;49;48;252;118;;;W01;W02;W03;;W08,W10;W08,W10;W04,W05,W06,W07,W09;;;;;;;;
181;0D1G0Q1K1F170H0H0I0H0I1O2R212V2Q2I1S1T1U1S1T0--1G0Q1K1F170P0I0I0H630R0;S9WRJ00101;44;1G0Q1K1F170P0I0I0H630R0;23;11;0;6;5;S;9;W;R;J;0;0;1;0;1;83;57;87;82;74;48;48;49;48;49;52;26;56;51;43;17;17;18;17;18;1G;0Q;1K;1F;17;0P;0I;0I;0H;63;0R;52;26;56;51;43;25;18;18;17;219;27;83;57;87;82;74;56;49;49;48;250;58;W01;W02;W03;W04;W05;;W08,W10;W08,W10;W06,W07,W09;;;;;;
182;0D1M0J0H0H0H0H0H0I0H0I1O2X1U1S1T1S1T1S1T1S1T0--1M0J0Y0I0I0H66130;Y200000101;44;1M0J0Y0I0I0H66130;17;8;0;3;2;Y;2;0;0;0;0;0;1;0;1;89;50;48;48;48;48;48;49;48;49;58;19;17;17;17;17;17;18;17;18;1M;0J;0Y;0I;0I;0H;66;13;;;;58;19;34;18;18;17;222;39;;;;89;50;65;49;49;48;253;70;;;;W01;W02;;W08,W10;W08,W10;W03,W04,W05,W06,W07,W09;;;;;;;;;
183;0E0I1G0P0H0H0H0H0I0H0I1Q1U2S211T1U1T1U1V1T1U0--0I1G0P2C0I0H0I652G;1S80000101;45;0I1G0P2C0I0H0I652G;18;9;;4;3;1;S;8;0;0;0;0;1;0;1;49;83;56;48;48;48;48;49;48;49;18;52;25;17;17;17;17;18;17;18;0I;1G;0P;2C;0I;0H;0I;65;2G;;;18;52;25;84;18;17;18;221;88;;;49;83;56;115;49;48;49;252;119;;;W01,W08,W10;W02;W03;;W01,W08,W10;W04,W05,W06,W07,W09;W01,W08,W10;;;;;;;;
184;0E0I1H0O0H0H0H0H0I0H0I1Q1U2T201T1U1T1U1V1T1U0--0I1H0O2C0I0H0I652G;1T70000101;45;0I1H0O2C0I0H0I652G;18;9;;4;3;1;T;7;0;0;0;0;1;0;1;49;84;55;48;48;48;48;49;48;49;18;53;24;17;17;17;17;18;17;18;0I;1H;0O;2C;0I;0H;0I;65;2G;;;18;53;24;84;18;17;18;221;88;;;49;84;55;115;49;48;49;252;119;;;W01,W08,W10;W02;W03;;W01,W08,W10;W04,W05,W06,W07,W09;W01,W08,W10;;;;;;;;
185;0E0I1L0K0H0H0H0H0I0H0I1Q1U2X1W1T1U1T1U1V1T1U0--0I1L0K2C0I0H0I652G;1X30000101;45;0I1L0K2C0I0H0I652G;18;9;;4;3;1;X;3;0;0;0;0;1;0;1;49;88;51;48;48;48;48;49;48;49;18;57;20;17;17;17;17;18;17;18;0I;1L;0K;2C;0I;0H;0I;65;2G;;;18;57;20;84;18;17;18;221;88;;;49;88;51;115;49;48;49;252;119;;;W01,W08,W10;W02;W03;;W01,W08,W10;W04,W05,W06,W07,W09;W01,W08,W10;;;;;;;;
186;0E0I1M0J0H0H0H0H0I0H0I1Q1U2Y1V1T1U1T1U1V1T1U0--0I1M0J2C0I0H0I652G;1Y20000101;45;0I1M0J2C0I0H0I652G;18;9;;4;3;1;Y;2;0;0;0;0;1;0;1;49;89;50;48;48;48;48;49;48;49;18;58;19;17;17;17;17;18;17;18;0I;1M;0J;2C;0I;0H;0I;65;2G;;;18;58;19;84;18;17;18;221;88;;;49;89;50;115;49;48;49;252;119;;;W01,W08,W10;W02;W03;;W01,W08,W10;W04,W05,W06,W07,W09;W01,W08,W10;;;;;;;;
187;0E0J14100H0H0H0H0I0H0I1Q1V2G2C1T1U1T1U1V1T1U0--0J14102C0I0H0I652G;2GC0000101;45;0J14102C0I0H0I652G;18;9;;4;3;2;G;C;0;0;0;0;1;0;1;50;71;67;48;48;48;48;49;48;49;19;40;36;17;17;17;17;18;17;18;0J;14;10;2C;0I;0H;0I;65;2G;;;19;40;36;84;18;17;18;221;88;;;50;71;67;115;49;48;49;252;119;;;W01;W02;W03;;W08,W10;W04,W05,W06,W07,W09;W08,W10;;;;;;;;
188;0E0J1F0P0H0H0H0H0I0H0I1Q1V2R211T1U1T1U1V1T1U0--0J1F0P2C0I0H0I652G;2R80000101;45;0J1F0P2C0I0H0I652G;18;9;;4;3;2;R;8;0;0;0;0;1;0;1;50;82;56;48;48;48;48;49;48;49;19;51;25;17;17;17;17;18;17;18;0J;1F;0P;2C;0I;0H;0I;65;2G;;;19;51;25;84;18;17;18;221;88;;;50;82;56;115;49;48;49;252;119;;;W01;W02;W03;;W08,W10;W04,W05,W06,W07,W09;W08,W10;;;;;;;;
189;0E1C1B161D170H0H0I0H0I1Q2O2N2I2P2J1T1U1V1T1U0--1C1B161D170Q0I0H0I630S0;ONIPJ00101;45;1C1B161D170Q0I0H0I630S0;23;11;0;6;5;O;N;I;P;J;0;0;1;0;1;79;78;73;80;74;48;48;49;48;49;48;47;42;49;43;17;17;18;17;18;1C;1B;16;1D;17;0Q;0I;0H;0I;63;0S;48;47;42;49;43;26;18;17;18;219;28;79;78;73;80;74;57;49;48;49;250;59;W01;W02;W03;W04;W05;;W08,W10;W06,W07,W09;W08,W10;;;;;;
190;0E1N0J0H0H0H0H0H0I0H0I1Q2Z1V1T1U1T1U1T1U1T1U0--1N0J0Z0I0H0I66140;Z200000101;45;1N0J0Z0I0H0I66140;17;8;0;3;2;Z;2;0;0;0;0;0;1;0;1;90;50;48;48;48;48;48;49;48;49;59;19;17;17;17;17;17;18;17;18;1N;0J;0Z;0I;0H;0I;66;14;;;;59;19;35;18;17;18;222;40;;;;90;50;66;49;48;49;253;71;;;;W01;W02;;W08,W10;W03,W04,W05,W06,W07,W09;W08,W10;;;;;;;;;
191;0F0I1H0P0H0H0H0H0I0H0I1S1V2U221U1V1U1V1W1U1V0--0I1H0P2D0I0I0H652H;1T80000101;46;0I1H0P2D0I0I0H652H;18;9;;4;3;1;T;8;0;0;0;0;1;0;1;49;84;56;48;48;48;48;49;48;49;18;53;25;17;17;17;17;18;17;18;0I;1H;0P;2D;0I;0I;0H;65;2H;;;18;53;25;85;18;18;17;221;89;;;49;84;56;116;49;49;48;252;120;;;W01,W08,W10;W02;W03;;W01,W08,W10;W01,W08,W10;W04,W05,W06,W07,W09;;;;;;;;
192;0F0I1I0O0H0H0H0H0I0H0I1S1V2V211U1V1U1V1W1U1V0--0I1I0O2D0I0I0H652H;1U70000101;46;0I1I0O2D0I0I0H652H;18;9;;4;3;1;U;7;0;0;0;0;1;0;1;49;85;55;48;48;48;48;49;48;49;18;54;24;17;17;17;17;18;17;18;0I;1I;0O;2D;0I;0I;0H;65;2H;;;18;54;24;85;18;18;17;221;89;;;49;85;55;116;49;49;48;252;120;;;W01,W08,W10;W02;W03;;W01,W08,W10;W01,W08,W10;W04,W05,W06,W07,W09;;;;;;;;
193;0F0I1L0L0H0H0H0H0I0H0I1S1V2Y1Y1U1V1U1V1W1U1V0--0I1L0L2D0I0I0H652H;1X40000101;46;0I1L0L2D0I0I0H652H;18;9;;4;3;1;X;4;0;0;0;0;1;0;1;49;88;52;48;48;48;48;49;48;49;18;57;21;17;17;17;17;18;17;18;0I;1L;0L;2D;0I;0I;0H;65;2H;;;18;57;21;85;18;18;17;221;89;;;49;88;52;116;49;49;48;252;120;;;W01,W08,W10;W02;W03;;W01,W08,W10;W01,W08,W10;W04,W05,W06,W07,W09;;;;;;;;
194;0F0J170Y0H0H0H0H0I0H0I1S1W2K2B1U1V1U1V1W1U1V0--0J170Y2D0I0I0H652H;2JA0000101;46;0J170Y2D0I0I0H652H;18;9;;4;3;2;J;A;0;0;0;0;1;0;1;50;74;65;48;48;48;48;49;48;49;19;43;34;17;17;17;17;18;17;18;0J;17;0Y;2D;0I;0I;0H;65;2H;;;19;43;34;85;18;18;17;221;89;;;50;74;65;116;49;49;48;252;120;;;W01;W02;W03;;W08,W10;W08,W10;W04,W05,W06,W07,W09;;;;;;;;
195;0F0K1F0P0H0H0H0H0I0H0I1S1X2S221U1V1U1V1W1U1V0--0K1F0P2D0I0I0H652H;3R80000101;46;0K1F0P2D0I0I0H652H;18;9;;4;3;3;R;8;0;0;0;0;1;0;1;51;82;56;48;48;48;48;49;48;49;20;51;25;17;17;17;17;18;17;18;0K;1F;0P;2D;0I;0I;0H;65;2H;;;20;51;25;85;18;18;17;221;89;;;51;82;56;116;49;49;48;252;120;;;W01;W02;W03;;W08,W10;W08,W10;W04,W05,W06,W07,W09;;;;;;;;
196;0F0N1J0I0H0H0H0H0I0H0I1S202W1V1U1V1U1V1W1U1V0--0N1J0I2D0I0I0H652H;6V10000101;46;0N1J0I2D0I0I0H652H;18;9;;4;3;6;V;1;0;0;0;0;1;0;1;54;86;49;48;48;48;48;49;48;49;23;55;18;17;17;17;17;18;17;18;0N;1J;0I;2D;0I;0I;0H;65;2H;;;23;55;18;85;18;18;17;221;89;;;54;86;49;116;49;49;48;252;120;;;W01;W02;W03,W08,W10;;W03,W08,W10;W03,W08,W10;W04,W05,W06,W07,W09;;;;;;;;
197;0F1E1I111A170H0H0I0H0I1S2R2V2E2N2K1U1V1W1U1V0--1E1I111A170R0I0I0H630T0;QUDMJ00101;46;1E1I111A170R0I0I0H630T0;23;11;0;6;5;Q;U;D;M;J;0;0;1;0;1;81;85;68;77;74;48;48;49;48;49;50;54;37;46;43;17;17;18;17;18;1E;1I;11;1A;17;0R;0I;0I;0H;63;0T;50;54;37;46;43;27;18;18;17;219;29;81;85;68;77;74;58;49;49;48;250;60;W01;W02;W03;W04;W05;;W08,W10;W08,W10;W06,W07,W09;;;;;;
198;0F1N0K0H0H0H0H0H0I0H0I1S301X1U1V1U1V1U1V1U1V0--1N0K100I0I0H66150;Z300000101;46;1N0K100I0I0H66150;17;8;0;3;2;Z;3;0;0;0;0;0;1;0;1;90;51;48;48;48;48;48;49;48;49;59;20;17;17;17;17;17;18;17;18;1N;0K;10;0I;0I;0H;66;15;;;;59;20;36;18;18;17;222;41;;;;90;51;67;49;49;48;253;72;;;;W01;W02;;W08,W10;W08,W10;W03,W04,W05,W06,W07,W09;;;;;;;;;
199;0G0I17100H0H0H0H0I0H0I1U1W2L2E1V1W1V1W1X1V1W0--0I17102E0I0H0I652I;1JC0000101;47;0I17102E0I0H0I652I;18;9;;4;3;1;J;C;0;0;0;0;1;0;1;49;74;67;48;48;48;48;49;48;49;18;43;36;17;17;17;17;18;17;18;0I;17;10;2E;0I;0H;0I;65;2I;;;18;43;36;86;18;17;18;221;90;;;49;74;67;117;49;48;49;252;121;;;W01,W08,W10;W02;W03;;W01,W08,W10;W04,W05,W06,W07,W09;W01,W08,W10;;;;;;;;
200;0G0I190Y0H0H0H0H0I0H0I1U1W2N2C1V1W1V1W1X1V1W0--0I190Y2E0I0H0I652I;1LA0000101;47;0I190Y2E0I0H0I652I;18;9;;4;3;1;L;A;0;0;0;0;1;0;1;49;76;65;48;48;48;48;49;48;49;18;45;34;17;17;17;17;18;17;18;0I;19;0Y;2E;0I;0H;0I;65;2I;;;18;45;34;86;18;17;18;221;90;;;49;76;65;117;49;48;49;252;121;;;W01,W08,W10;W02;W03;;W01,W08,W10;W04,W05,W06,W07,W09;W01,W08,W10;;;;;;;;
201;0G0I1I0P0H0H0H0H0I0H0I1U1W2W231V1W1V1W1X1V1W0--0I1I0P2E0I0H0I652I;1U80000101;47;0I1I0P2E0I0H0I652I;18;9;;4;3;1;U;8;0;0;0;0;1;0;1;49;85;56;48;48;48;48;49;48;49;18;54;25;17;17;17;17;18;17;18;0I;1I;0P;2E;0I;0H;0I;65;2I;;;18;54;25;86;18;17;18;221;90;;;49;85;56;117;49;48;49;252;121;;;W01,W08,W10;W02;W03;;W01,W08,W10;W04,W05,W06,W07,W09;W01,W08,W10;;;;;;;;
202;0G0I1J0O0H0H0H0H0I0H0I1U1W2X221V1W1V1W1X1V1W0--0I1J0O2E0I0H0I652I;1V70000101;47;0I1J0O2E0I0H0I652I;18;9;;4;3;1;V;7;0;0;0;0;1;0;1;49;86;55;48;48;48;48;49;48;49;18;55;24;17;17;17;17;18;17;18;0I;1J;0O;2E;0I;0H;0I;65;2I;;;18;55;24;86;18;17;18;221;90;;;49;86;55;117;49;48;49;252;121;;;W01,W08,W10;W02;W03;;W01,W08,W10;W04,W05,W06,W07,W09;W01,W08,W10;;;;;;;;
203;0G0M1L0I0H0H0H0H0I0H0I1U202Z1W1V1W1V1W1X1V1W0--0M1L0I2E0I0H0I652I;5X10000101;47;0M1L0I2E0I0H0I652I;18;9;;4;3;5;X;1;0;0;0;0;1;0;1;53;88;49;48;48;48;48;49;48;49;22;57;18;17;17;17;17;18;17;18;0M;1L;0I;2E;0I;0H;0I;65;2I;;;22;57;18;86;18;17;18;221;90;;;53;88;49;117;49;48;49;252;121;;;W01;W02;W03,W08,W10;;W03,W08,W10;W04,W05,W06,W07,W09;W03,W08,W10;;;;;;;;
204;0G1B1E131G170H0H0I0H0I1U2P2S2H2U2L1V1W1X1V1W0--1B1E131G170S0I0H0I630U0;NQFSJ00101;47;1B1E131G170S0I0H0I630U0;23;11;0;6;5;N;Q;F;S;J;0;0;1;0;1;78;81;70;83;74;48;48;49;48;49;47;50;39;52;43;17;17;18;17;18;1B;1E;13;1G;17;0S;0I;0H;0I;63;0U;47;50;39;52;43;28;18;17;18;219;30;78;81;70;83;74;59;49;48;49;250;61;W01;W02;W03;W04;W05;;W08,W10;W06,W07,W09;W08,W10;;;;;;
205;0G1D151G1A170H0H0I0H0I1U2R2J2U2O2L1V1W1X1V1W0--1D151G1A170S0I0H0I630U0;PHSMJ00101;47;1D151G1A170S0I0H0I630U0;23;11;0;6;5;P;H;S;M;J;0;0;1;0;1;80;72;83;77;74;48;48;49;48;49;49;41;52;46;43;17;17;18;17;18;1D;15;1G;1A;17;0S;0I;0H;0I;63;0U;49;41;52;46;43;28;18;17;18;219;30;80;72;83;77;74;59;49;48;49;250;61;W01;W02;W03;W04;W05;;W08,W10;W06,W07,W09;W08,W10;;;;;;
206;0G1J1M0K1J170H0H0I0H0I1U2X301Y2X2L1V1W1X1V1W0--1J1M0K1J170S0I0H0I630U0;VY3VJ00101;47;1J1M0K1J170S0I0H0I630U0;23;11;0;6;5;V;Y;3;V;J;0;0;1;0;1;86;89;51;86;74;48;48;49;48;49;55;58;20;55;43;17;17;18;17;18;1J;1M;0K;1J;17;0S;0I;0H;0I;63;0U;55;58;20;55;43;28;18;17;18;219;30;86;89;51;86;74;59;49;48;49;250;61;W01,W04;W02;W03;W01,W04;W05;;W08,W10;W06,W07,W09;W08,W10;;;;;;
207;0G1N0K1M1F170H0H0I0H0I1U311Y302T2L1V1W1X1V1W0--1N0K1M1F170S0I0H0I630U0;Z3YRJ00101;47;1N0K1M1F170S0I0H0I630U0;23;11;0;6;5;Z;3;Y;R;J;0;0;1;0;1;90;51;89;82;74;48;48;49;48;49;59;20;58;51;43;17;17;18;17;18;1N;0K;1M;1F;17;0S;0I;0H;0I;63;0U;59;20;58;51;43;28;18;17;18;219;30;90;51;89;82;74;59;49;48;49;250;61;W01;W02;W03;W04;W05;;W08,W10;W06,W07,W09;W08,W10;;;;;;
208;0H0I18100H0H0H0H0I0H0I1W1X2N2F1W1X1W1X1Y1W1X0--0I18102F0I0I0H652J;1KC0000101;48;0I18102F0I0I0H652J;18;9;;4;3;1;K;C;0;0;0;0;1;0;1;49;75;67;48;48;48;48;49;48;49;18;44;36;17;17;17;17;18;17;18;0I;18;10;2F;0I;0I;0H;65;2J;;;18;44;36;87;18;18;17;221;91;;;49;75;67;118;49;49;48;252;122;;;W01,W08,W10;W02;W03;;W01,W08,W10;W01,W08,W10;W04,W05,W06,W07,W09;;;;;;;;
209;0H0I1A0Y0H0H0H0H0I0H0I1W1X2P2D1W1X1W1X1Y1W1X0--0I1A0Y2F0I0I0H652J;1MA0000101;48;0I1A0Y2F0I0I0H652J;18;9;;4;3;1;M;A;0;0;0;0;1;0;1;49;77;65;48;48;48;48;49;48;49;18;46;34;17;17;17;17;18;17;18;0I;1A;0Y;2F;0I;0I;0H;65;2J;;;18;46;34;87;18;18;17;221;91;;;49;77;65;118;49;49;48;252;122;;;W01,W08,W10;W02;W03;;W01,W08,W10;W01,W08,W10;W04,W05,W06,W07,W09;;;;;;;;
210;0H0I1J0P0H0H0H0H0I0H0I1W1X2Y241W1X1W1X1Y1W1X0--0I1J0P2F0I0I0H652J;1V80000101;48;0I1J0P2F0I0I0H652J;18;9;;4;3;1;V;8;0;0;0;0;1;0;1;49;86;56;48;48;48;48;49;48;49;18;55;25;17;17;17;17;18;17;18;0I;1J;0P;2F;0I;0I;0H;65;2J;;;18;55;25;87;18;18;17;221;91;;;49;86;56;118;49;49;48;252;122;;;W01,W08,W10;W02;W03;;W01,W08,W10;W01,W08,W10;W04,W05,W06,W07,W09;;;;;;;;
211;0H0I1L0N0H0H0H0H0I0H0I1W1X30221W1X1W1X1Y1W1X0--0I1L0N2F0I0I0H652J;1X60000101;48;0I1L0N2F0I0I0H652J;18;9;;4;3;1;X;6;0;0;0;0;1;0;1;49;88;54;48;48;48;48;49;48;49;18;57;23;17;17;17;17;18;17;18;0I;1L;0N;2F;0I;0I;0H;65;2J;;;18;57;23;87;18;18;17;221;91;;;49;88;54;118;49;49;48;252;122;;;W01,W08,W10;W02;W03;;W01,W08,W10;W01,W08,W10;W04,W05,W06,W07,W09;;;;;;;;
212;0H0I1M0M0H0H0H0H0I0H0I1W1X31211W1X1W1X1Y1W1X0--0I1M0M2F0I0I0H652J;1Y50000101;48;0I1M0M2F0I0I0H652J;18;9;;4;3;1;Y;5;0;0;0;0;1;0;1;49;89;53;48;48;48;48;49;48;49;18;58;22;17;17;17;17;18;17;18;0I;1M;0M;2F;0I;0I;0H;65;2J;;;18;58;22;87;18;18;17;221;91;;;49;89;53;118;49;49;48;252;122;;;W01,W08,W10;W02;W03;;W01,W08,W10;W01,W08,W10;W04,W05,W06,W07,W09;;;;;;;;
213;0H0I1N0L0H0H0H0H0I0H0I1W1X32201W1X1W1X1Y1W1X0--0I1N0L2F0I0I0H652J;1Z40000101;48;0I1N0L2F0I0I0H652J;18;9;;4;3;1;Z;4;0;0;0;0;1;0;1;49;90;52;48;48;48;48;49;48;49;18;59;21;17;17;17;17;18;17;18;0I;1N;0L;2F;0I;0I;0H;65;2J;;;18;59;21;87;18;18;17;221;91;;;49;90;52;118;49;49;48;252;122;;;W01,W08,W10;W02;W03;;W01,W08,W10;W01,W08,W10;W04,W05,W06,W07,W09;;;;;;;;
214;0H0J190Y0H0H0H0H0I0H0I1W1Y2O2D1W1X1W1X1Y1W1X0--0J190Y2F0I0I0H652J;2LA0000101;48;0J190Y2F0I0I0H652J;18;9;;4;3;2;L;A;0;0;0;0;1;0;1;50;76;65;48;48;48;48;49;48;49;19;45;34;17;17;17;17;18;17;18;0J;19;0Y;2F;0I;0I;0H;65;2J;;;19;45;34;87;18;18;17;221;91;;;50;76;65;118;49;49;48;252;122;;;W01;W02;W03;;W08,W10;W08,W10;W04,W05,W06,W07,W09;;;;;;;;
215;0H0O1K0I0H0H0H0H0I0H0I1W232Z1X1W1X1W1X1Y1W1X0--0O1K0I2F0I0I0H652J;7W10000101;48;0O1K0I2F0I0I0H652J;18;9;;4;3;7;W;1;0;0;0;0;1;0;1;55;87;49;48;48;48;48;49;48;49;24;56;18;17;17;17;17;18;17;18;0O;1K;0I;2F;0I;0I;0H;65;2J;;;24;56;18;87;18;18;17;221;91;;;55;87;49;118;49;49;48;252;122;;;W01;W02;W03,W08,W10;;W03,W08,W10;W03,W08,W10;W04,W05,W06,W07,W09;;;;;;;;
216;0H1B131I1D170H0H0I0H0I1W2Q2I2X2S2M1W1X1Y1W1X0--1B131I1D170T0I0I0H630V0;NFUPJ00101;48;1B131I1D170T0I0I0H630V0;23;11;0;6;5;N;F;U;P;J;0;0;1;0;1;78;70;85;80;74;48;48;49;48;49;47;39;54;49;43;17;17;18;17;18;1B;13;1I;1D;17;0T;0I;0I;0H;63;0V;47;39;54;49;43;29;18;18;17;219;31;78;70;85;80;74;60;49;49;48;250;62;W01;W02;W03;W04;W05;;W08,W10;W08,W10;W06,W07,W09;;;;;;
217;0H1C1D171D170H0H0I0H0I1W2R2S2M2S2M1W1X1Y1W1X0--1C1D171D170T0I0I0H630V0;OPJPJ00101;48;1C1D171D170T0I0I0H630V0;23;11;0;6;5;O;P;J;P;J;0;0;1;0;1;79;80;74;80;74;48;48;49;48;49;48;49;43;49;43;17;17;18;17;18;1C;1D;17;1D;17;0T;0I;0I;0H;63;0V;48;49;43;49;43;29;18;18;17;219;31;79;80;74;80;74;60;49;49;48;250;62;W01;W02,W04;W03,W05;W02,W04;W03,W05;;W08,W10;W08,W10;W06,W07,W09;;;;;;
218;0H1C1E131G170H0H0I0H0I1W2R2T2I2V2M1W1X1Y1W1X0--1C1E131G170T0I0I0H630V0;OQFSJ00101;48;1C1E131G170T0I0I0H630V0;23;11;0;6;5;O;Q;F;S;J;0;0;1;0;1;79;81;70;83;74;48;48;49;48;49;48;50;39;52;43;17;17;18;17;18;1C;1E;13;1G;17;0T;0I;0I;0H;63;0V;48;50;39;52;43;29;18;18;17;219;31;79;81;70;83;74;60;49;49;48;250;62;W01;W02;W03;W04;W05;;W08,W10;W08,W10;W06,W07,W09;;;;;;
219;0H1E1H131B170H0H0I0H0I1W2T2W2I2Q2M1W1X1Y1W1X0--1E1H131B170T0I0I0H630V0;QTFNJ00101;48;1E1H131B170T0I0I0H630V0;23;11;0;6;5;Q;T;F;N;J;0;0;1;0;1;81;84;70;78;74;48;48;49;48;49;50;53;39;47;43;17;17;18;17;18;1E;1H;13;1B;17;0T;0I;0I;0H;63;0V;50;53;39;47;43;29;18;18;17;219;31;81;84;70;78;74;60;49;49;48;250;62;W01;W02;W03;W04;W05;;W08,W10;W08,W10;W06,W07,W09;;;;;;
220;0H1J0Q0H0H0H0H0H0I0H0I1W2Y251W1X1W1X1W1X1W1X0--1J0Q120I0I0H66170;V900000101;48;1J0Q120I0I0H66170;17;8;0;3;2;V;9;0;0;0;0;0;1;0;1;86;57;48;48;48;48;48;49;48;49;55;26;17;17;17;17;17;18;17;18;1J;0Q;12;0I;0I;0H;66;17;;;;55;26;38;18;18;17;222;43;;;;86;57;69;49;49;48;253;74;;;;W01;W02;;W08,W10;W08,W10;W03,W04,W05,W06,W07,W09;;;;;;;;;
221;0I0I19100H0H0H0H0I0H0I1Y1Z2P2G1X1Y1X1Y1Z1X1Y0--0I19102G0I0H0I652K;1LC0000101;49;0I19102G0I0H0I652K;18;9;;4;3;1;L;C;0;0;0;0;1;0;1;49;76;67;48;48;48;48;49;48;49;18;45;36;17;17;17;17;18;17;18;0I;19;10;2G;0I;0H;0I;65;2K;;;18;45;36;88;18;17;18;221;92;;;49;76;67;119;49;48;49;252;123;;;W01,W08,W10;W02;W03;;W01,W08,W10;W04,W05,W06,W07,W09;W01,W08,W10;;;;;;;;
222;0I0I1A0Z0H0H0H0H0I0H0I1Y1Z2Q2F1X1Y1X1Y1Z1X1Y0--0I1A0Z2G0I0H0I652K;1MB0000101;49;0I1A0Z2G0I0H0I652K;18;9;;4;3;1;M;B;0;0;0;0;1;0;1;49;77;66;48;48;48;48;49;48;49;18;46;35;17;17;17;17;18;17;18;0I;1A;0Z;2G;0I;0H;0I;65;2K;;;18;46;35;88;18;17;18;221;92;;;49;77;66;119;49;48;49;252;123;;;W01,W08,W10;W02;W03;;W01,W08,W10;W04,W05,W06,W07,W09;W01,W08,W10;;;;;;;;
223;0I0I1K0P0H0H0H0H0I0H0I1Y1Z30251X1Y1X1Y1Z1X1Y0--0I1K0P2G0I0H0I652K;1W80000101;49;0I1K0P2G0I0H0I652K;18;9;;4;3;1;W;8;0;0;0;0;1;0;1;49;87;56;48;48;48;48;49;48;49;18;56;25;17;17;17;17;18;17;18;0I;1K;0P;2G;0I;0H;0I;65;2K;;;18;56;25;88;18;17;18;221;92;;;49;87;56;119;49;48;49;252;123;;;W01,W08,W10;W02;W03;;W01,W08,W10;W04,W05,W06,W07,W09;W01,W08,W10;;;;;;;;
224;0I0J1N0L0H0H0H0H0I0H0I1Y1Z33211X1Y1X1Y1Z1X1Y0--0J1N0L2G0I0H0I652K;2Z40000101;49;0J1N0L2G0I0H0I652K;18;9;;4;3;2;Z;4;0;0;0;0;1;0;1;50;90;52;48;48;48;48;49;48;49;19;59;21;17;17;17;17;18;17;18;0J;1N;0L;2G;0I;0H;0I;65;2K;;;19;59;21;88;18;17;18;221;92;;;50;90;52;119;49;48;49;252;123;;;W01;W02;W03;;W08,W10;W04,W05,W06,W07,W09;W08,W10;;;;;;;;
225;0I111F1E1G170H0H0I0H0I1Y2H2V2U2W2N1X1Y1Z1X1Y0--111F1E1G170U0I0H0I630W0;DRQSJ00101;49;111F1E1G170U0I0H0I630W0;23;11;0;6;5;D;R;Q;S;J;0;0;1;0;1;68;82;81;83;74;48;48;49;48;49;37;51;50;52;43;17;17;18;17;18;11;1F;1E;1G;17;0U;0I;0H;0I;63;0W;37;51;50;52;43;30;18;17;18;219;32;68;82;81;83;74;61;49;48;49;250;63;W01;W02;W03;W04;W05;;W08,W10;W06,W07,W09;W08,W10;;;;;;
