SourceRow;WorkerID;Prefix_ASC;W01;W02;W03;W04;W05;W06;W07;W08;W09;W10;W01_B36;W02_B36;W03_B36;W04_B36;W05_B36;W06_B36;W07_B36;W08_B36;W09_B36;W10_B36;W01_ASC;W02_ASC;W03_ASC;W04_ASC;W05_ASC;W06_ASC;W07_ASC;W08_ASC;W09_ASC;W10_ASC;A01;A02;A03;A04;A05;A06;A07;A08;A09;A10;A11;A01_B36;A02_B36;A03_B36;A04_B36;A05_B36;A06_B36;A07_B36;A08_B36;A09_B36;A10_B36;A11_B36;C01;C02;C03;C04;C05;C06;C07;C08;C09;C10;C11;C01_B36;C02_B36;C03_B36;C04_B36;C05_B36;C06_B36;C07_B36;C08_B36;C09_B36;C10_B36;C11_B36;D01;D02;D03;D04;D05;D06;D07;D08;D09;D10;D11;K01_ASC;K02_ASC;K03_ASC;K04_ASC;K05_ASC;K06_ASC;K07_ASC;K08_ASC;K09_ASC;K10_ASC;K11_ASC;PREV01_ASC;PREV02_ASC;PREV03_ASC;PREV04_ASC;PREV05_ASC;PREV06_ASC;PREV07_ASC;PREV08_ASC;PREV09_ASC;PREV10_ASC;PREV11_ASC;CUM01;CUM02;CUM03;CUM04;CUM05;CUM06;CUM07;CUM08;CUM09;CUM10;CUM11
181;S9WRJ00101;44;S;9;W;R;J;0;0;1;0;1;28;9;32;27;19;0;0;1;0;1;83;57;87;82;74;48;48;49;48;49;1O;2R;21;2V;2Q;2I;1S;1T;1U;1S;1T;60;99;73;103;98;90;64;65;66;64;65;1O;2R;21;2V;2Q;2I;1S;1S;1T;1S;1T;60;99;73;103;98;90;64;64;65;64;65;0;0;0;0;0;0;0;1;1;0;0;44;83;57;87;82;74;48;48;49;48;49;;44;83;57;87;82;74;48;48;49;48;44;127;184;271;353;427;475;523;572;620;669
182;Y200000101;44;Y;2;0;0;0;0;0;1;0;1;34;2;0;0;0;0;0;1;0;1;89;50;48;48;48;48;48;49;48;49;1O;2X;1U;1S;1T;1S;1T;1S;1T;1S;1T;60;105;66;64;65;64;65;64;65;64;65;1O;2X;1U;1S;1S;1S;1S;1S;1T;1S;1T;60;105;66;64;64;64;64;64;65;64;65;0;0;0;0;1;0;1;0;0;0;0;44;89;50;48;48;48;48;48;49;48;49;;44;89;50;48;48;48;48;48;49;48;44;133;183;231;279;327;375;423;472;520;569
183;1S80000101;45;1;S;8;0;0;0;0;1;0;1;1;28;8;0;0;0;0;1;0;1;49;83;56;48;48;48;48;49;48;49;1Q;1U;2S;21;1T;1U;1T;1U;1V;1T;1U;62;66;100;73;65;66;65;66;67;65;66;1Q;1U;2S;21;1T;1T;1T;1T;1U;1T;1U;62;66;100;73;65;65;65;65;66;65;66;0;0;0;0;0;1;0;1;1;0;0;45;49;83;56;48;48;48;48;49;48;49;;45;49;83;56;48;48;48;48;49;48;45;94;177;233;281;329;377;425;474;522;571
184;1T70000101;45;1;T;7;0;0;0;0;1;0;1;1;29;7;0;0;0;0;1;0;1;49;84;55;48;48;48;48;49;48;49;1Q;1U;2T;20;1T;1U;1T;1U;1V;1T;1U;62;66;101;72;65;66;65;66;67;65;66;1Q;1U;2T;20;1T;1T;1T;1T;1U;1T;1U;62;66;101;72;65;65;65;65;66;65;66;0;0;0;0;0;1;0;1;1;0;0;45;49;84;55;48;48;48;48;49;48;49;;45;49;84;55;48;48;48;48;49;48;45;94;178;233;281;329;377;425;474;522;571
185;1X30000101;45;1;X;3;0;0;0;0;1;0;1;1;33;3;0;0;0;0;1;0;1;49;88;51;48;48;48;48;49;48;49;1Q;1U;2X;1W;1T;1U;1T;1U;1V;1T;1U;62;66;105;68;65;66;65;66;67;65;66;1Q;1U;2X;1W;1T;1T;1T;1T;1U;1T;1U;62;66;105;68;65;65;65;65;66;65;66;0;0;0;0;0;1;0;1;1;0;0;45;49;88;51;48;48;48;48;49;48;49;;45;49;88;51;48;48;48;48;49;48;45;94;182;233;281;329;377;425;474;522;571
186;1Y20000101;45;1;Y;2;0;0;0;0;1;0;1;1;34;2;0;0;0;0;1;0;1;49;89;50;48;48;48;48;49;48;49;1Q;1U;2Y;1V;1T;1U;1T;1U;1V;1T;1U;62;66;106;67;65;66;65;66;67;65;66;1Q;1U;2Y;1V;1T;1T;1T;1T;1U;1T;1U;62;66;106;67;65;65;65;65;66;65;66;0;0;0;0;0;1;0;1;1;0;0;45;49;89;50;48;48;48;48;49;48;49;;45;49;89;50;48;48;48;48;49;48;45;94;183;233;281;329;377;425;474;522;571
187;2GC0000101;45;2;G;C;0;0;0;0;1;0;1;2;16;12;0;0;0;0;1;0;1;50;71;67;48;48;48;48;49;48;49;1Q;1V;2G;2C;1T;1U;1T;1U;1V;1T;1U;62;67;88;84;65;66;65;66;67;65;66;1Q;1V;2G;2C;1T;1T;1T;1T;1U;1T;1U;62;67;88;84;65;65;65;65;66;65;66;0;0;0;0;0;1;0;1;1;0;0;45;50;71;67;48;48;48;48;49;48;49;;45;50;71;67;48;48;48;48;49;48;45;95;166;233;281;329;377;425;474;522;571
188;2R80000101;45;2;R;8;0;0;0;0;1;0;1;2;27;8;0;0;0;0;1;0;1;50;82;56;48;48;48;48;49;48;49;1Q;1V;2R;21;1T;1U;1T;1U;1V;1T;1U;62;67;99;73;65;66;65;66;67;65;66;1Q;1V;2R;21;1T;1T;1T;1T;1U;1T;1U;62;67;99;73;65;65;65;65;66;65;66;0;0;0;0;0;1;0;1;1;0;0;45;50;82;56;48;48;48;48;49;48;49;;45;50;82;56;48;48;48;48;49;48;45;95;177;233;281;329;377;425;474;522;571
189;ONIPJ00101;45;O;N;I;P;J;0;0;1;0;1;24;23;18;25;19;0;0;1;0;1;79;78;73;80;74;48;48;49;48;49;1Q;2O;2N;2I;2P;2J;1T;1U;1V;1T;1U;62;96;95;90;97;91;65;66;67;65;66;1Q;2O;2N;2I;2P;2J;1T;1T;1U;1T;1U;62;96;95;90;97;91;65;65;66;65;66;0;0;0;0;0;0;0;1;1;0;0;45;79;78;73;80;74;48;48;49;48;49;;45;79;78;73;80;74;48;48;49;48;45;124;202;275;355;429;477;525;574;622;671
190;Z200000101;45;Z;2;0;0;0;0;0;1;0;1;35;2;0;0;0;0;0;1;0;1;90;50;48;48;48;48;48;49;48;49;1Q;2Z;1V;1T;1U;1T;1U;1T;1U;1T;1U;62;107;67;65;66;65;66;65;66;65;66;1Q;2Z;1V;1T;1T;1T;1T;1T;1U;1T;1U;62;107;67;65;65;65;65;65;66;65;66;0;0;0;0;1;0;1;0;0;0;0;45;90;50;48;48;48;48;48;49;48;49;;45;90;50;48;48;48;48;48;49;48;45;135;185;233;281;329;377;425;474;522;571
191;1T80000101;46;1;T;8;0;0;0;0;1;0;1;1;29;8;0;0;0;0;1;0;1;49;84;56;48;48;48;48;49;48;49;1S;1V;2U;22;1U;1V;1U;1V;1W;1U;1V;64;67;102;74;66;67;66;67;68;66;67;1S;1V;2U;22;1U;1U;1U;1U;1V;1U;1V;64;67;102;74;66;66;66;66;67;66;67;0;0;0;0;0;1;0;1;1;0;0;46;49;84;56;48;48;48;48;49;48;49;;46;49;84;56;48;48;48;48;49;48;46;95;179;235;283;331;379;427;476;524;573
192;1U70000101;46;1;U;7;0;0;0;0;1;0;1;1;30;7;0;0;0;0;1;0;1;49;85;55;48;48;48;48;49;48;49;1S;1V;2V;21;1U;1V;1U;1V;1W;1U;1V;64;67;103;73;66;67;66;67;68;66;67;1S;1V;2V;21;1U;1U;1U;1U;1V;1U;1V;64;67;103;73;66;66;66;66;67;66;67;0;0;0;0;0;1;0;1;1;0;0;46;49;85;55;48;48;48;48;49;48;49;;46;49;85;55;48;48;48;48;49;48;46;95;180;235;283;331;379;427;476;524;573
193;1X40000101;46;1;X;4;0;0;0;0;1;0;1;1;33;4;0;0;0;0;1;0;1;49;88;52;48;48;48;48;49;48;49;1S;1V;2Y;1Y;1U;1V;1U;1V;1W;1U;1V;64;67;106;70;66;67;66;67;68;66;67;1S;1V;2Y;1Y;1U;1U;1U;1U;1V;1U;1V;64;67;106;70;66;66;66;66;67;66;67;0;0;0;0;0;1;0;1;1;0;0;46;49;88;52;48;48;48;48;49;48;49;;46;49;88;52;48;48;48;48;49;48;46;95;183;235;283;331;379;427;476;524;573
194;2JA0000101;46;2;J;A;0;0;0;0;1;0;1;2;19;10;0;0;0;0;1;0;1;50;74;65;48;48;48;48;49;48;49;1S;1W;2K;2B;1U;1V;1U;1V;1W;1U;1V;64;68;92;83;66;67;66;67;68;66;67;1S;1W;2K;2B;1U;1U;1U;1U;1V;1U;1V;64;68;92;83;66;66;66;66;67;66;67;0;0;0;0;0;1;0;1;1;0;0;46;50;74;65;48;48;48;48;49;48;49;;46;50;74;65;48;48;48;48;49;48;46;96;170;235;283;331;379;427;476;524;573
195;3R80000101;46;3;R;8;0;0;0;0;1;0;1;3;27;8;0;0;0;0;1;0;1;51;82;56;48;48;48;48;49;48;49;1S;1X;2S;22;1U;1V;1U;1V;1W;1U;1V;64;69;100;74;66;67;66;67;68;66;67;1S;1X;2S;22;1U;1U;1U;1U;1V;1U;1V;64;69;100;74;66;66;66;66;67;66;67;0;0;0;0;0;1;0;1;1;0;0;46;51;82;56;48;48;48;48;49;48;49;;46;51;82;56;48;48;48;48;49;48;46;97;179;235;283;331;379;427;476;524;573
196;6V10000101;46;6;V;1;0;0;0;0;1;0;1;6;31;1;0;0;0;0;1;0;1;54;86;49;48;48;48;48;49;48;49;1S;20;2W;1V;1U;1V;1U;1V;1W;1U;1V;64;72;104;67;66;67;66;67;68;66;67;1S;20;2W;1V;1U;1U;1U;1U;1V;1U;1V;64;72;104;67;66;66;66;66;67;66;67;0;0;0;0;0;1;0;1;1;0;0;46;54;86;49;48;48;48;48;49;48;49;;46;54;86;49;48;48;48;48;49;48;46;100;186;235;283;331;379;427;476;524;573
197;QUDMJ00101;46;Q;U;D;M;J;0;0;1;0;1;26;30;13;22;19;0;0;1;0;1;81;85;68;77;74;48;48;49;48;49;1S;2R;2V;2E;2N;2K;1U;1V;1W;1U;1V;64;99;103;86;95;92;66;67;68;66;67;1S;2R;2V;2E;2N;2K;1U;1U;1V;1U;1V;64;99;103;86;95;92;66;66;67;66;67;0;0;0;0;0;0;0;1;1;0;0;46;81;85;68;77;74;48;48;49;48;49;;46;81;85;68;77;74;48;48;49;48;46;127;212;280;357;431;479;527;576;624;673
198;Z300000101;46;Z;3;0;0;0;0;0;1;0;1;35;3;0;0;0;0;0;1;0;1;90;51;48;48;48;48;48;49;48;49;1S;30;1X;1U;1V;1U;1V;1U;1V;1U;1V;64;108;69;66;67;66;67;66;67;66;67;1S;30;1X;1U;1U;1U;1U;1U;1V;1U;1V;64;108;69;66;66;66;66;66;67;66;67;0;0;0;0;1;0;1;0;0;0;0;46;90;51;48;48;48;48;48;49;48;49;;46;90;51;48;48;48;48;48;49;48;46;136;187;235;283;331;379;427;476;524;573
199;1JC0000101;47;1;J;C;0;0;0;0;1;0;1;1;19;12;0;0;0;0;1;0;1;49;74;67;48;48;48;48;49;48;49;1U;1W;2L;2E;1V;1W;1V;1W;1X;1V;1W;66;68;93;86;67;68;67;68;69;67;68;1U;1W;2L;2E;1V;1V;1V;1V;1W;1V;1W;66;68;93;86;67;67;67;67;68;67;68;0;0;0;0;0;1;0;1;1;0;0;47;49;74;67;48;48;48;48;49;48;49;;47;49;74;67;48;48;48;48;49;48;47;96;170;237;285;333;381;429;478;526;575
200;1LA0000101;47;1;L;A;0;0;0;0;1;0;1;1;21;10;0;0;0;0;1;0;1;49;76;65;48;48;48;48;49;48;49;1U;1W;2N;2C;1V;1W;1V;1W;1X;1V;1W;66;68;95;84;67;68;67;68;69;67;68;1U;1W;2N;2C;1V;1V;1V;1V;1W;1V;1W;66;68;95;84;67;67;67;67;68;67;68;0;0;0;0;0;1;0;1;1;0;0;47;49;76;65;48;48;48;48;49;48;49;;47;49;76;65;48;48;48;48;49;48;47;96;172;237;285;333;381;429;478;526;575
201;1U80000101;47;1;U;8;0;0;0;0;1;0;1;1;30;8;0;0;0;0;1;0;1;49;85;56;48;48;48;48;49;48;49;1U;1W;2W;23;1V;1W;1V;1W;1X;1V;1W;66;68;104;75;67;68;67;68;69;67;68;1U;1W;2W;23;1V;1V;1V;1V;1W;1V;1W;66;68;104;75;67;67;67;67;68;67;68;0;0;0;0;0;1;0;1;1;0;0;47;49;85;56;48;48;48;48;49;48;49;;47;49;85;56;48;48;48;48;49;48;47;96;181;237;285;333;381;429;478;526;575
202;1V70000101;47;1;V;7;0;0;0;0;1;0;1;1;31;7;0;0;0;0;1;0;1;49;86;55;48;48;48;48;49;48;49;1U;1W;2X;22;1V;1W;1V;1W;1X;1V;1W;66;68;105;74;67;68;67;68;69;67;68;1U;1W;2X;22;1V;1V;1V;1V;1W;1V;1W;66;68;105;74;67;67;67;67;68;67;68;0;0;0;0;0;1;0;1;1;0;0;47;49;86;55;48;48;48;48;49;48;49;;47;49;86;55;48;48;48;48;49;48;47;96;182;237;285;333;381;429;478;526;575
203;5X10000101;47;5;X;1;0;0;0;0;1;0;1;5;33;1;0;0;0;0;1;0;1;53;88;49;48;48;48;48;49;48;49;1U;20;2Z;1W;1V;1W;1V;1W;1X;1V;1W;66;72;107;68;67;68;67;68;69;67;68;1U;20;2Z;1W;1V;1V;1V;1V;1W;1V;1W;66;72;107;68;67;67;67;67;68;67;68;0;0;0;0;0;1;0;1;1;0;0;47;53;88;49;48;48;48;48;49;48;49;;47;53;88;49;48;48;48;48;49;48;47;100;188;237;285;333;381;429;478;526;575
204;NQFSJ00101;47;N;Q;F;S;J;0;0;1;0;1;23;26;15;28;19;0;0;1;0;1;78;81;70;83;74;48;48;49;48;49;1U;2P;2S;2H;2U;2L;1V;1W;1X;1V;1W;66;97;100;89;102;93;67;68;69;67;68;1U;2P;2S;2H;2U;2L;1V;1V;1W;1V;1W;66;97;100;89;102;93;67;67;68;67;68;0;0;0;0;0;0;0;1;1;0;0;47;78;81;70;83;74;48;48;49;48;49;;47;78;81;70;83;74;48;48;49;48;47;125;206;276;359;433;481;529;578;626;675
205;PHSMJ00101;47;P;H;S;M;J;0;0;1;0;1;25;17;28;22;19;0;0;1;0;1;80;72;83;77;74;48;48;49;48;49;1U;2R;2J;2U;2O;2L;1V;1W;1X;1V;1W;66;99;91;102;96;93;67;68;69;67;68;1U;2R;2J;2U;2O;2L;1V;1V;1W;1V;1W;66;99;91;102;96;93;67;67;68;67;68;0;0;0;0;0;0;0;1;1;0;0;47;80;72;83;77;74;48;48;49;48;49;;47;80;72;83;77;74;48;48;49;48;47;127;199;282;359;433;481;529;578;626;675
206;VY3VJ00101;47;V;Y;3;V;J;0;0;1;0;1;31;34;3;31;19;0;0;1;0;1;86;89;51;86;74;48;48;49;48;49;1U;2X;30;1Y;2X;2L;1V;1W;1X;1V;1W;66;105;108;70;105;93;67;68;69;67;68;1U;2X;30;1Y;2X;2L;1V;1V;1W;1V;1W;66;105;108;70;105;93;67;67;68;67;68;0;0;0;0;0;0;0;1;1;0;0;47;86;89;51;86;74;48;48;49;48;49;;47;86;89;51;86;74;48;48;49;48;47;133;222;273;359;433;481;529;578;626;675
207;Z3YRJ00101;47;Z;3;Y;R;J;0;0;1;0;1;35;3;34;27;19;0;0;1;0;1;90;51;89;82;74;48;48;49;48;49;1U;31;1Y;30;2T;2L;1V;1W;1X;1V;1W;66;109;70;108;101;93;67;68;69;67;68;1U;31;1Y;30;2T;2L;1V;1V;1W;1V;1W;66;109;70;108;101;93;67;67;68;67;68;0;0;0;0;0;0;0;1;1;0;0;47;90;51;89;82;74;48;48;49;48;49;;47;90;51;89;82;74;48;48;49;48;47;137;188;277;359;433;481;529;578;626;675
208;1KC0000101;48;1;K;C;0;0;0;0;1;0;1;1;20;12;0;0;0;0;1;0;1;49;75;67;48;48;48;48;49;48;49;1W;1X;2N;2F;1W;1X;1W;1X;1Y;1W;1X;68;69;95;87;68;69;68;69;70;68;69;1W;1X;2N;2F;1W;1W;1W;1W;1X;1W;1X;68;69;95;87;68;68;68;68;69;68;69;0;0;0;0;0;1;0;1;1;0;0;48;49;75;67;48;48;48;48;49;48;49;;48;49;75;67;48;48;48;48;49;48;48;97;172;239;287;335;383;431;480;528;577
209;1MA0000101;48;1;M;A;0;0;0;0;1;0;1;1;22;10;0;0;0;0;1;0;1;49;77;65;48;48;48;48;49;48;49;1W;1X;2P;2D;1W;1X;1W;1X;1Y;1W;1X;68;69;97;85;68;69;68;69;70;68;69;1W;1X;2P;2D;1W;1W;1W;1W;1X;1W;1X;68;69;97;85;68;68;68;68;69;68;69;0;0;0;0;0;1;0;1;1;0;0;48;49;77;65;48;48;48;48;49;48;49;;48;49;77;65;48;48;48;48;49;48;48;97;174;239;287;335;383;431;480;528;577
210;1V80000101;48;1;V;8;0;0;0;0;1;0;1;1;31;8;0;0;0;0;1;0;1;49;86;56;48;48;48;48;49;48;49;1W;1X;2Y;24;1W;1X;1W;1X;1Y;1W;1X;68;69;106;76;68;69;68;69;70;68;69;1W;1X;2Y;24;1W;1W;1W;1W;1X;1W;1X;68;69;106;76;68;68;68;68;69;68;69;0;0;0;0;0;1;0;1;1;0;0;48;49;86;56;48;48;48;48;49;48;49;;48;49;86;56;48;48;48;48;49;48;48;97;183;239;287;335;383;431;480;528;577
211;1X60000101;48;1;X;6;0;0;0;0;1;0;1;1;33;6;0;0;0;0;1;0;1;49;88;54;48;48;48;48;49;48;49;1W;1X;30;22;1W;1X;1W;1X;1Y;1W;1X;68;69;108;74;68;69;68;69;70;68;69;1W;1X;30;22;1W;1W;1W;1W;1X;1W;1X;68;69;108;74;68;68;68;68;69;68;69;0;0;0;0;0;1;0;1;1;0;0;48;49;88;54;48;48;48;48;49;48;49;;48;49;88;54;48;48;48;48;49;48;48;97;185;239;287;335;383;431;480;528;577
212;1Y50000101;48;1;Y;5;0;0;0;0;1;0;1;1;34;5;0;0;0;0;1;0;1;49;89;53;48;48;48;48;49;48;49;1W;1X;31;21;1W;1X;1W;1X;1Y;1W;1X;68;69;109;73;68;69;68;69;70;68;69;1W;1X;31;21;1W;1W;1W;1W;1X;1W;1X;68;69;109;73;68;68;68;68;69;68;69;0;0;0;0;0;1;0;1;1;0;0;48;49;89;53;48;48;48;48;49;48;49;;48;49;89;53;48;48;48;48;49;48;48;97;186;239;287;335;383;431;480;528;577
213;1Z40000101;48;1;Z;4;0;0;0;0;1;0;1;1;35;4;0;0;0;0;1;0;1;49;90;52;48;48;48;48;49;48;49;1W;1X;32;20;1W;1X;1W;1X;1Y;1W;1X;68;69;110;72;68;69;68;69;70;68;69;1W;1X;32;20;1W;1W;1W;1W;1X;1W;1X;68;69;110;72;68;68;68;68;69;68;69;0;0;0;0;0;1;0;1;1;0;0;48;49;90;52;48;48;48;48;49;48;49;;48;49;90;52;48;48;48;48;49;48;48;97;187;239;287;335;383;431;480;528;577
214;2LA0000101;48;2;L;A;0;0;0;0;1;0;1;2;21;10;0;0;0;0;1;0;1;50;76;65;48;48;48;48;49;48;49;1W;1Y;2O;2D;1W;1X;1W;1X;1Y;1W;1X;68;70;96;85;68;69;68;69;70;68;69;1W;1Y;2O;2D;1W;1W;1W;1W;1X;1W;1X;68;70;96;85;68;68;68;68;69;68;69;0;0;0;0;0;1;0;1;1;0;0;48;50;76;65;48;48;48;48;49;48;49;;48;50;76;65;48;48;48;48;49;48;48;98;174;239;287;335;383;431;480;528;577
215;7W10000101;48;7;W;1;0;0;0;0;1;0;1;7;32;1;0;0;0;0;1;0;1;55;87;49;48;48;48;48;49;48;49;1W;23;2Z;1X;1W;1X;1W;1X;1Y;1W;1X;68;75;107;69;68;69;68;69;70;68;69;1W;23;2Z;1X;1W;1W;1W;1W;1X;1W;1X;68;75;107;69;68;68;68;68;69;68;69;0;0;0;0;0;1;0;1;1;0;0;48;55;87;49;48;48;48;48;49;48;49;;48;55;87;49;48;48;48;48;49;48;48;103;190;239;287;335;383;431;480;528;577
216;NFUPJ00101;48;N;F;U;P;J;0;0;1;0;1;23;15;30;25;19;0;0;1;0;1;78;70;85;80;74;48;48;49;48;49;1W;2Q;2I;2X;2S;2M;1W;1X;1Y;1W;1X;68;98;90;105;100;94;68;69;70;68;69;1W;2Q;2I;2X;2S;2M;1W;1W;1X;1W;1X;68;98;90;105;100;94;68;68;69;68;69;0;0;0;0;0;0;0;1;1;0;0;48;78;70;85;80;74;48;48;49;48;49;;48;78;70;85;80;74;48;48;49;48;48;126;196;281;361;435;483;531;580;628;677
217;OPJPJ00101;48;O;P;J;P;J;0;0;1;0;1;24;25;19;25;19;0;0;1;0;1;79;80;74;80;74;48;48;49;48;49;1W;2R;2S;2M;2S;2M;1W;1X;1Y;1W;1X;68;99;100;94;100;94;68;69;70;68;69;1W;2R;2S;2M;2S;2M;1W;1W;1X;1W;1X;68;99;100;94;100;94;68;68;69;68;69;0;0;0;0;0;0;0;1;1;0;0;48;79;80;74;80;74;48;48;49;48;49;;48;79;80;74;80;74;48;48;49;48;48;127;207;281;361;435;483;531;580;628;677
218;OQFSJ00101;48;O;Q;F;S;J;0;0;1;0;1;24;26;15;28;19;0;0;1;0;1;79;81;70;83;74;48;48;49;48;49;1W;2R;2T;2I;2V;2M;1W;1X;1Y;1W;1X;68;99;101;90;103;94;68;69;70;68;69;1W;2R;2T;2I;2V;2M;1W;1W;1X;1W;1X;68;99;101;90;103;94;68;68;69;68;69;0;0;0;0;0;0;0;1;1;0;0;48;79;81;70;83;74;48;48;49;48;49;;48;79;81;70;83;74;48;48;49;48;48;127;208;278;361;435;483;531;580;628;677
219;QTFNJ00101;48;Q;T;F;N;J;0;0;1;0;1;26;29;15;23;19;0;0;1;0;1;81;84;70;78;74;48;48;49;48;49;1W;2T;2W;2I;2Q;2M;1W;1X;1Y;1W;1X;68;101;104;90;98;94;68;69;70;68;69;1W;2T;2W;2I;2Q;2M;1W;1W;1X;1W;1X;68;101;104;90;98;94;68;68;69;68;69;0;0;0;0;0;0;0;1;1;0;0;48;81;84;70;78;74;48;48;49;48;49;;48;81;84;70;78;74;48;48;49;48;48;129;213;283;361;435;483;531;580;628;677
220;V900000101;48;V;9;0;0;0;0;0;1;0;1;31;9;0;0;0;0;0;1;0;1;86;57;48;48;48;48;48;49;48;49;1W;2Y;25;1W;1X;1W;1X;1W;1X;1W;1X;68;106;77;68;69;68;69;68;69;68;69;1W;2Y;25;1W;1W;1W;1W;1W;1X;1W;1X;68;106;77;68;68;68;68;68;69;68;69;0;0;0;0;1;0;1;0;0;0;0;48;86;57;48;48;48;48;48;49;48;49;;48;86;57;48;48;48;48;48;49;48;48;134;191;239;287;335;383;431;480;528;577
221;1LC0000101;49;1;L;C;0;0;0;0;1;0;1;1;21;12;0;0;0;0;1;0;1;49;76;67;48;48;48;48;49;48;49;1Y;1Z;2P;2G;1X;1Y;1X;1Y;1Z;1X;1Y;70;71;97;88;69;70;69;70;71;69;70;1Y;1Y;2P;2G;1X;1X;1X;1X;1Y;1X;1Y;70;70;97;88;69;69;69;69;70;69;70;0;1;0;0;0;1;0;1;1;0;0;49;49;76;67;48;48;48;48;49;48;49;;49;49;76;67;48;48;48;48;49;48;49;98;174;241;289;337;385;433;482;530;579
222;1MB0000101;49;1;M;B;0;0;0;0;1;0;1;1;22;11;0;0;0;0;1;0;1;49;77;66;48;48;48;48;49;48;49;1Y;1Z;2Q;2F;1X;1Y;1X;1Y;1Z;1X;1Y;70;71;98;87;69;70;69;70;71;69;70;1Y;1Y;2Q;2F;1X;1X;1X;1X;1Y;1X;1Y;70;70;98;87;69;69;69;69;70;69;70;0;1;0;0;0;1;0;1;1;0;0;49;49;77;66;48;48;48;48;49;48;49;;49;49;77;66;48;48;48;48;49;48;49;98;175;241;289;337;385;433;482;530;579
223;1W80000101;49;1;W;8;0;0;0;0;1;0;1;1;32;8;0;0;0;0;1;0;1;49;87;56;48;48;48;48;49;48;49;1Y;1Z;30;25;1X;1Y;1X;1Y;1Z;1X;1Y;70;71;108;77;69;70;69;70;71;69;70;1Y;1Y;30;25;1X;1X;1X;1X;1Y;1X;1Y;70;70;108;77;69;69;69;69;70;69;70;0;1;0;0;0;1;0;1;1;0;0;49;49;87;56;48;48;48;48;49;48;49;;49;49;87;56;48;48;48;48;49;48;49;98;185;241;289;337;385;433;482;530;579
224;2Z40000101;49;2;Z;4;0;0;0;0;1;0;1;2;35;4;0;0;0;0;1;0;1;50;90;52;48;48;48;48;49;48;49;1Y;1Z;33;21;1X;1Y;1X;1Y;1Z;1X;1Y;70;71;111;73;69;70;69;70;71;69;70;1Y;1Z;33;21;1X;1X;1X;1X;1Y;1X;1Y;70;71;111;73;69;69;69;69;70;69;70;0;0;0;0;0;1;0;1;1;0;0;49;50;90;52;48;48;48;48;49;48;49;;49;50;90;52;48;48;48;48;49;48;49;99;189;241;289;337;385;433;482;530;579
225;DRQSJ00101;49;D;R;Q;S;J;0;0;1;0;1;13;27;26;28;19;0;0;1;0;1;68;82;81;83;74;48;48;49;48;49;1Y;2H;2V;2U;2W;2N;1X;1Y;1Z;1X;1Y;70;89;103;102;104;95;69;70;71;69;70;1Y;2H;2V;2U;2W;2N;1X;1X;1Y;1X;1Y;70;89;103;102;104;95;69;69;70;69;70;0;0;0;0;0;0;0;1;1;0;0;49;68;82;81;83;74;48;48;49;48;49;;49;68;82;81;83;74;48;48;49;48;49;117;199;280;363;437;485;533;582;630;679
226;W900000101;49;W;9;0;0;0;0;0;1;0;1;32;9;0;0;0;0;0;1;0;1;87;57;48;48;48;48;48;49;48;49;1Y;30;26;1X;1Y;1X;1Y;1X;1Y;1X;1Y;70;108;78;69;70;69;70;69;70;69;70;1Y;30;26;1X;1X;1X;1X;1X;1Y;1X;1Y;70;108;78;69;69;69;69;69;70;69;70;0;0;0;0;1;0;1;0;0;0;0;49;87;57;48;48;48;48;48;49;48;49;;49;87;57;48;48;48;48;48;49;48;49;136;193;241;289;337;385;433;482;530;579
227;1MC0000101;50;1;M;C;0;0;0;0;1;0;1;1;22;12;0;0;0;0;1;0;1;49;77;67;48;48;48;48;49;48;49;20;1Z;2R;2H;1Y;1Z;1Y;1Z;20;1Y;1Z;72;71;99;89;70;71;70;71;72;70;71;20;1Z;2R;2H;1Y;1Y;1Y;1Y;1Z;1Y;1Z;72;71;99;89;70;70;70;70;71;70;71;0;0;0;0;0;1;0;1;1;0;0;50;49;77;67;48;48;48;48;49;48;49;;50;49;77;67;48;48;48;48;49;48;50;99;176;243;291;339;387;435;484;532;581
228;1NB0000101;50;1;N;B;0;0;0;0;1;0;1;1;23;11;0;0;0;0;1;0;1;49;78;66;48;48;48;48;49;48;49;20;1Z;2S;2G;1Y;1Z;1Y;1Z;20;1Y;1Z;72;71;100;88;70;71;70;71;72;70;71;20;1Z;2S;2G;1Y;1Y;1Y;1Y;1Z;1Y;1Z;72;71;100;88;70;70;70;70;71;70;71;0;0;0;0;0;1;0;1;1;0;0;50;49;78;66;48;48;48;48;49;48;49;;50;49;78;66;48;48;48;48;49;48;50;99;177;243;291;339;387;435;484;532;581
229;1W90000101;50;1;W;9;0;0;0;0;1;0;1;1;32;9;0;0;0;0;1;0;1;49;87;57;48;48;48;48;49;48;49;20;1Z;31;27;1Y;1Z;1Y;1Z;20;1Y;1Z;72;71;109;79;70;71;70;71;72;70;71;20;1Z;31;27;1Y;1Y;1Y;1Y;1Z;1Y;1Z;72;71;109;79;70;70;70;70;71;70;71;0;0;0;0;0;1;0;1;1;0;0;50;49;87;57;48;48;48;48;49;48;49;;50;49;87;57;48;48;48;48;49;48;50;99;186;243;291;339;387;435;484;532;581
