SourceRow;WorkerID;PrefixActual_ASC;PrefixCalc_ASC;PrefixActual_RAW;PrefixCalc_RAW;Prefix_OK;Block1Actual;Block1Calc;Block1_OK;Block1_FirstDiff;Block2Actual;Block2Calc;Block2_OK;Block2_FirstDiff;ALL_OK;Status
72;M700000101;37;37;06;06;PRAVDA;061A0O0H0H0H0H0H0I0H0I;061A0O0H0H0H0H0H0I0H0I;PRAVDA;;1A2E1S1L1M1L1M1L1M1L1M;1A2E1S1L1L1L1L1L1M1L1M;NEPRAVDA;P16;NEPRAVDA;BLOCK2
73;S100000101;37;37;06;06;PRAVDA;061G0I0H0H0H0H0H0I0H0I;061G0I0H0H0H0H0H0I0H0I;PRAVDA;;1A2K1M1L1M1L1M1L1M1L1M;1A2K1M1L1L1L1L1L1M1L1M;NEPRAVDA;P16;NEPRAVDA;BLOCK2
74;Z5RMJ00101;37;37;06;06;PRAVDA;061N0M1F1A170H0H0I0H0I;061N0M1F1A170H0H0I0H0I;PRAVDA;;1A2R1Q2J2E2B1L1M1N1L1M;1A2R1Q2J2E2B1L1L1M1L1M;NEPRAVDA;P19;NEPRAVDA;BLOCK2
75;1AC0000101;38;38;07;07;PRAVDA;070I0Y100H0H0H0H0I0H0I;070I0Y100H0H0H0H0I0H0I;PRAVDA;;1C1N23251M1N1M1N1O1M1N;1C1N23251M1M1M1M1N1M1N;NEPRAVDA;P17;NEPRAVDA;BLOCK2
76;1BB0000101;38;38;07;07;PRAVDA;070I0Z0Z0H0H0H0H0I0H0I;070I0Z0Z0H0H0H0H0I0H0I;PRAVDA;;1C1N24251M1N1M1N1O1M1N;1C1N24241M1M1M1M1N1M1N;NEPRAVDA;P15;NEPRAVDA;BLOCK2
77;1CA0000101;38;38;07;07;PRAVDA;070I100Y0H0H0H0H0I0H0I;070I100Y0H0H0H0H0I0H0I;PRAVDA;;1C1N25231M1N1M1N1O1M1N;1C1N25231M1M1M1M1N1M1N;NEPRAVDA;P17;NEPRAVDA;BLOCK2
78;1L80000101;38;38;07;07;PRAVDA;070I190P0H0H0H0H0I0H0I;070I190P0H0H0H0H0I0H0I;PRAVDA;;1C1N2E1U1M1N1M1N1O1M1N;1C1N2E1U1M1M1M1M1N1M1N;NEPRAVDA;P17;NEPRAVDA;BLOCK2
79;1O50000101;38;38;07;07;PRAVDA;070I1C0M0H0H0H0H0I0H0I;070I1C0M0H0H0H0H0I0H0I;PRAVDA;;1C1N2H1R1M1N1M1N1O1M1N;1C1N2H1R1M1M1M1M1N1M1N;NEPRAVDA;P17;NEPRAVDA;BLOCK2
80;3L60000101;38;38;07;07;PRAVDA;070K190N0H0H0H0H0I0H0I;070K190N0H0H0H0H0I0H0I;PRAVDA;;1C1P2E1S1M1N1M1N1O1M1N;1C1P2E1S1M1M1M1M1N1M1N;NEPRAVDA;P17;NEPRAVDA;BLOCK2
81;4YPRJ00101;38;38;07;07;PRAVDA;070L1M1D1F170H0H0I0H0I;070L1M1D1F170H0H0I0H0I;PRAVDA;;1C1Q2R2I2K2C1M1N1O1M1N;1C1Q2R2I2K2C1M1M1N1M1N;NEPRAVDA;P19;NEPRAVDA;BLOCK2
82;7XNRJ00101;38;38;07;07;PRAVDA;070O1L1B1F170H0H0I0H0I;070O1L1B1F170H0H0I0H0I;PRAVDA;;1C1T2Q2G2K2C1M1N1O1M1N;1C1T2Q2G2K2C1M1M1N1M1N;NEPRAVDA;P19;NEPRAVDA;BLOCK2
83;L900000101;38;38;07;07;PRAVDA;07190Q0H0H0H0H0H0I0H0I;07190Q0H0H0H0H0H0I0H0I;PRAVDA;;1C2E1V1M1N1M1N1M1N1M1N;1C2E1V1M1M1M1M1M1N1M1N;NEPRAVDA;P16;NEPRAVDA;BLOCK2
84;MGLOJ00101;38;38;07;07;PRAVDA;071A14191C170H0H0I0H0I;071A14191C170H0H0I0H0I;PRAVDA;;1C2F292E2H2C1M1N1O1M1N;1C2F292E2H2C1M1M1N1M1N;NEPRAVDA;P19;NEPRAVDA;BLOCK2
85;R300000101;38;38;07;07;PRAVDA;071F0K0H0H0H0H0H0I0H0I;071F0K0H0H0H0H0H0I0H0I;PRAVDA;;1C2K1P1M1N1M1N1M1N1M1N;1C2K1P1M1M1M1M1M1N1M1N;NEPRAVDA;P16;NEPRAVDA;BLOCK2
86;S200000101;38;38;07;07;PRAVDA;071G0J0H0H0H0H0H0I0H0I;071G0J0H0H0H0H0H0I0H0I;PRAVDA;;1C2L1O1M1N1M1N1M1N1M1N;1C2L1O1M1M1M1M1M1N1M1N;NEPRAVDA;P16;NEPRAVDA;BLOCK2
87;T100000101;38;38;07;07;PRAVDA;071H0I0H0H0H0H0H0I0H0I;071H0I0H0H0H0H0H0I0H0I;PRAVDA;;1C2M1N1M1N1M1N1M1N1M1N;1C2M1N1M1M1M1M1M1N1M1N;NEPRAVDA;P16;NEPRAVDA;BLOCK2
88;UI8YJ00101;38;38;07;07;PRAVDA;071I160P1M170H0H0I0H0I;071I160P1M170H0H0I0H0I;PRAVDA;;1C2N2B1U2R2C1M1N1O1M1N;1C2N2B1U2R2C1M1M1N1M1N;NEPRAVDA;P19;NEPRAVDA;BLOCK2
89;W7SNJ00101;38;38;07;07;PRAVDA;071K0O1G1B170H0H0I0H0I;071K0O1G1B170H0H0I0H0I;PRAVDA;;1C2P1T2L2G2C1M1N1O1M1N;1C2P1T2L2G2C1M1M1N1M1N;NEPRAVDA;P19;NEPRAVDA;BLOCK2
90;Z6KTJ00101;38;38;07;07;PRAVDA;071N0N181H170H0H0I0H0I;071N0N181H170H0H0I0H0I;PRAVDA;;1C2S1S2D2M2C1M1N1O1M1N;1C2S1S2D2M2C1M1M1N1M1N;NEPRAVDA;P19;NEPRAVDA;BLOCK2
91;1AD0000101;39;39;08;08;PRAVDA;080I0Y110H0H0H0H0I0H0I;080I0Y110H0H0H0H0I0H0I;PRAVDA;;1E1O24271N1O1N1O1P1N1O;1E1O24271N1N1N1N1O1N1O;NEPRAVDA;P17;NEPRAVDA;BLOCK2
92;1BC0000101;39;39;08;08;PRAVDA;080I0Z100H0H0H0H0I0H0I;080I0Z100H0H0H0H0I0H0I;PRAVDA;;1E1O25261N1O1N1O1P1N1O;1E1O25261N1N1N1N1O1N1O;NEPRAVDA;P17;NEPRAVDA;BLOCK2
93;1CB0000101;39;39;08;08;PRAVDA;080I100Z0H0H0H0H0I0H0I;080I100Z0H0H0H0H0I0H0I;PRAVDA;;1E1O26251N1O1N1O1P1N1O;1E1O26251N1N1N1N1O1N1O;NEPRAVDA;P17;NEPRAVDA;BLOCK2
94;1DA0000101;39;39;08;08;PRAVDA;080I110Y0H0H0H0H0I0H0I;080I110Y0H0H0H0H0I0H0I;PRAVDA;;1E1O27241N1O1N1O1P1N1O;1E1O27241N1N1N1N1O1N1O;NEPRAVDA;P17;NEPRAVDA;BLOCK2
95;1L90000101;39;39;08;08;PRAVDA;080I190Q0H0H0H0H0I0H0I;080I190Q0H0H0H0H0I0H0I;PRAVDA;;1E1O2F1W1N1O1N1O1P1N1O;1E1O2F1W1N1N1N1N1O1N1O;NEPRAVDA;P17;NEPRAVDA;BLOCK2
96;1N70000101;39;39;08;08;PRAVDA;080I1B0O0H0H0H0H0I0H0I;080I1B0O0H0H0H0H0I0H0I;PRAVDA;;1E1O2H1U1N1O1N1O1P1N1O;1E1O2H1U1N1N1N1N1O1N1O;NEPRAVDA;P17;NEPRAVDA;BLOCK2
97;1S20000101;39;39;08;08;PRAVDA;080I1G0J0H0H0H0H0I0H0I;080I1G0J0H0H0H0H0I0H0I;PRAVDA;;1E1O2M1P1N1O1N1O1P1N1O;1E1O2M1P1N1N1N1N1O1N1O;NEPRAVDA;P17;NEPRAVDA;BLOCK2
98;1T10000101;39;39;08;08;PRAVDA;080I1H0I0H0H0H0H0I0H0I;080I1H0I0H0H0H0H0I0H0I;PRAVDA;;1E1O2N1O1N1O1N1O1P1N1O;1E1O2N1O1N1N1N1N1O1N1O;NEPRAVDA;P17;NEPRAVDA;BLOCK2
99;2T00000101;39;39;08;08;PRAVDA;080J1H0H0H0H0H0H0I0H0I;080J1H0H0H0H0H0H0I0H0I;PRAVDA;;1E1P2N1N1O1N1O1N1O1N1O;1E1P2N1N1N1N1N1N1O1N1O;NEPRAVDA;P16;NEPRAVDA;BLOCK2
100;3M60000101;39;39;08;08;PRAVDA;080K1A0N0H0H0H0H0I0H0I;080K1A0N0H0H0H0H0I0H0I;PRAVDA;;1E1Q2G1T1N1O1N1O1P1N1O;1E1Q2G1T1N1N1N1N1O1N1O;NEPRAVDA;P17;NEPRAVDA;BLOCK2
101;BXDRJ00101;39;39;08;08;PRAVDA;080Z1L111F170H0H0I0H0I;080Z1L111F170H0H0I0H0I;PRAVDA;;1E252R272L2D1N1O1P1N1O;1E252R272L2D1N1N1O1N1O;NEPRAVDA;P19;NEPRAVDA;BLOCK2
102;N800000101;39;39;08;08;PRAVDA;081B0P0H0H0H0H0H0I0H0I;081B0P0H0H0H0H0H0I0H0I;PRAVDA;;1E2H1V1N1O1N1O1N1O1N1O;1E2H1V1N1N1N1N1N1O1N1O;NEPRAVDA;P16;NEPRAVDA;BLOCK2
103;NGLOJ00101;39;39;08;08;PRAVDA;081B14191C170H0H0I0H0I;081B14191C170H0H0I0H0I;PRAVDA;;1E2H2A2F2I2D1N1O1P1N1O;1E2H2A2F2I2D1N1N1O1N1O;NEPRAVDA;P19;NEPRAVDA;BLOCK2
104;R3YRJ00101;39;39;08;08;PRAVDA;081F0K1M1F170H0H0I0H0I;081F0K1M1F170H0H0I0H0I;PRAVDA;;1E2L1Q2S2L2D1N1O1P1N1O;1E2L1Q2S2L2D1N1N1O1N1O;NEPRAVDA;P19;NEPRAVDA;BLOCK2
105;U100000101;39;39;08;08;PRAVDA;081I0I0H0H0H0H0H0I0H0I;081I0I0H0H0H0H0H0I0H0I;PRAVDA;;1E2O1O1N1O1N1O1N1O1N1O;1E2O1O1N1N1N1N1N1O1N1O;NEPRAVDA;P16;NEPRAVDA;BLOCK2
106;VI8YJ00101;39;39;08;08;PRAVDA;081J160P1M170H0H0I0H0I;081J160P1M170H0H0I0H0I;PRAVDA;;1E2P2C1V2S2D1N1O1P1N1O;1E2P2C1V2S2D1N1N1O1N1O;NEPRAVDA;P19;NEPRAVDA;BLOCK2
107;1BD0000101;40;40;09;09;PRAVDA;090I0Z110H0H0H0H0I0H0I;090I0Z110H0H0H0H0I0H0I;PRAVDA;;1G1P26281O1P1O1P1Q1O1P;1G1P26281O1O1O1O1P1O1P;NEPRAVDA;P17;NEPRAVDA;BLOCK2
108;1CC0000101;40;40;09;09;PRAVDA;090I10100H0H0H0H0I0H0I;090I10100H0H0H0H0I0H0I;PRAVDA;;1G1P27281O1P1O1P1Q1O1P;1G1P27271O1O1O1O1P1O1P;NEPRAVDA;P15;NEPRAVDA;BLOCK2
109;1DB0000101;40;40;09;09;PRAVDA;090I110Z0H0H0H0H0I0H0I;090I110Z0H0H0H0H0I0H0I;PRAVDA;;1G1P28261O1P1O1P1Q1O1P;1G1P28261O1O1O1O1P1O1P;NEPRAVDA;P17;NEPRAVDA;BLOCK2
110;1EA0000101;40;40;09;09;PRAVDA;090I120Y0H0H0H0H0I0H0I;090I120Y0H0H0H0H0I0H0I;PRAVDA;;1G1P29251O1P1O1P1Q1O1P;1G1P29251O1O1O1O1P1O1P;NEPRAVDA;P17;NEPRAVDA;BLOCK2
111;1O70000101;40;40;09;09;PRAVDA;090I1C0O0H0H0H0H0I0H0I;090I1C0O0H0H0H0H0I0H0I;PRAVDA;;1G1P2J1V1O1P1O1P1Q1O1P;1G1P2J1V1O1O1O1O1P1O1P;NEPRAVDA;P17;NEPRAVDA;BLOCK2
112;1P60000101;40;40;09;09;PRAVDA;090I1D0N0H0H0H0H0I0H0I;090I1D0N0H0H0H0H0I0H0I;PRAVDA;;1G1P2K1U1O1P1O1P1Q1O1P;1G1P2K1U1O1O1O1O1P1O1P;NEPRAVDA;P17;NEPRAVDA;BLOCK2
113;1Q50000101;40;40;09;09;PRAVDA;090I1E0M0H0H0H0H0I0H0I;090I1E0M0H0H0H0H0I0H0I;PRAVDA;;1G1P2L1T1O1P1O1P1Q1O1P;1G1P2L1T1O1O1O1O1P1O1P;NEPRAVDA;P17;NEPRAVDA;BLOCK2
114;1S30000101;40;40;09;09;PRAVDA;090I1G0K0H0H0H0H0I0H0I;090I1G0K0H0H0H0H0I0H0I;PRAVDA;;1G1P2N1R1O1P1O1P1Q1O1P;1G1P2N1R1O1O1O1O1P1O1P;NEPRAVDA;P17;NEPRAVDA;BLOCK2
115;3O50000101;40;40;09;09;PRAVDA;090K1C0M0H0H0H0H0I0H0I;090K1C0M0H0H0H0H0I0H0I;PRAVDA;;1G1R2J1T1O1P1O1P1Q1O1P;1G1R2J1T1O1O1O1O1P1O1P;NEPRAVDA;P17;NEPRAVDA;BLOCK2
116;6YPRJ00101;40;40;09;09;PRAVDA;090N1M1D1F170H0H0I0H0I;090N1M1D1F170H0H0I0H0I;PRAVDA;;1G1U2T2K2M2E1O1P1Q1O1P;1G1U2T2K2M2E1O1O1P1O1P;NEPRAVDA;P19;NEPRAVDA;BLOCK2
117;8YNRJ00101;40;40;09;09;PRAVDA;090P1M1B1F170H0H0I0H0I;090P1M1B1F170H0H0I0H0I;PRAVDA;;1G1W2T2I2M2E1O1P1Q1O1P;1G1W2T2I2M2E1O1O1P1O1P;NEPRAVDA;P19;NEPRAVDA;BLOCK2
118;CXDRJ00101;40;40;09;09;PRAVDA;09101L111F170H0H0I0H0I;09101L111F170H0H0I0H0I;PRAVDA;;1G272S282M2E1O1P1Q1O1P;1G272S282M2E1O1O1P1O1P;NEPRAVDA;P19;NEPRAVDA;BLOCK2
119;N900000101;40;40;09;09;PRAVDA;091B0Q0H0H0H0H0H0I0H0I;091B0Q0H0H0H0H0H0I0H0I;PRAVDA;;1G2I1X1O1P1O1P1O1P1O1P;1G2I1X1O1O1O1O1O1P1O1P;NEPRAVDA;P16;NEPRAVDA;BLOCK2
120;OGLOJ00101;40;40;09;09;PRAVDA;091C14191C170H0H0I0H0I;091C14191C170H0H0I0H0I;PRAVDA;;1G2J2B2G2J2E1O1P1Q1O1P;1G2J2B2G2J2E1O1O1P1O1P;NEPRAVDA;P19;NEPRAVDA;BLOCK2
121;PDQLJ00101;40;40;09;09;PRAVDA;091D111E19170H0H0I0H0I;091D111E19170H0H0I0H0I;PRAVDA;;1G2K282L2G2E1O1P1Q1O1P;1G2K282L2G2E1O1O1P1O1P;NEPRAVDA;P19;NEPRAVDA;BLOCK2
122;S3YRJ00101;40;40;09;09;PRAVDA;091G0K1M1F170H0H0I0H0I;091G0K1M1F170H0H0I0H0I;PRAVDA;;1G2N1R2T2M2E1O1P1Q1O1P;1G2N1R2T2M2E1O1O1P1O1P;NEPRAVDA;P19;NEPRAVDA;BLOCK2
123;SFLLJ00101;40;40;09;09;PRAVDA;091G131919170H0H0I0H0I;091G131919170H0H0I0H0I;PRAVDA;;1G2N2A2G2H2E1O1P1Q1O1P;1G2N2A2G2G2E1O1O1P1O1P;NEPRAVDA;P16;NEPRAVDA;BLOCK2
124;T300000101;40;40;09;09;PRAVDA;091H0K0H0H0H0H0H0I0H0I;091H0K0H0H0H0H0H0I0H0I;PRAVDA;;1G2O1R1O1P1O1P1O1P1O1P;1G2O1R1O1O1O1O1O1P1O1P;NEPRAVDA;P16;NEPRAVDA;BLOCK2
125;V100000101;40;40;09;09;PRAVDA;091J0I0H0H0H0H0H0I0H0I;091J0I0H0H0H0H0H0I0H0I;PRAVDA;;1G2Q1P1O1P1O1P1O1P1O1P;1G2Q1P1O1O1O1O1O1P1O1P;NEPRAVDA;P16;NEPRAVDA;BLOCK2
126;WI8YJ00101;40;40;09;09;PRAVDA;091K160P1M170H0H0I0H0I;091K160P1M170H0H0I0H0I;PRAVDA;;1G2R2D1W2T2E1O1P1Q1O1P;1G2R2D1W2T2E1O1O1P1O1P;NEPRAVDA;P19;NEPRAVDA;BLOCK2
127;1DC0000101;41;41;0A;0A;PRAVDA;0A0I11100H0H0H0H0I0H0I;0A0I11100H0H0H0H0I0H0I;PRAVDA;;1I1Q29281P1Q1P1Q1R1P1Q;1I1Q29281P1P1P1P1Q1P1Q;NEPRAVDA;P17;NEPRAVDA;BLOCK2
128;1EB0000101;41;41;0A;0A;PRAVDA;0A0I120Z0H0H0H0H0I0H0I;0A0I120Z0H0H0H0H0I0H0I;PRAVDA;;1I1Q2A271P1Q1P1Q1R1P1Q;1I1Q2A271P1P1P1P1Q1P1Q;NEPRAVDA;P17;NEPRAVDA;BLOCK2
129;1FA0000101;41;41;0A;0A;PRAVDA;0A0I130Y0H0H0H0H0I0H0I;0A0I130Y0H0H0H0H0I0H0I;PRAVDA;;1I1Q2B261P1Q1P1Q1R1P1Q;1I1Q2B261P1P1P1P1Q1P1Q;NEPRAVDA;P17;NEPRAVDA;BLOCK2
130;1N90000101;41;41;0A;0A;PRAVDA;0A0I1B0Q0H0H0H0H0I0H0I;0A0I1B0Q0H0H0H0H0I0H0I;PRAVDA;;1I1Q2J1Y1P1Q1P1Q1R1P1Q;1I1Q2J1Y1P1P1P1P1Q1P1Q;NEPRAVDA;P17;NEPRAVDA;BLOCK2
131;1P70000101;41;41;0A;0A;PRAVDA;0A0I1D0O0H0H0H0H0I0H0I;0A0I1D0O0H0H0H0H0I0H0I;PRAVDA;;1I1Q2L1W1P1Q1P1Q1R1P1Q;1I1Q2L1W1P1P1P1P1Q1P1Q;NEPRAVDA;P17;NEPRAVDA;BLOCK2
132;1Q60000101;41;41;0A;0A;PRAVDA;0A0I1E0N0H0H0H0H0I0H0I;0A0I1E0N0H0H0H0H0I0H0I;PRAVDA;;1I1Q2M1V1P1Q1P1Q1R1P1Q;1I1Q2M1V1P1P1P1P1Q1P1Q;NEPRAVDA;P17;NEPRAVDA;BLOCK2
133;1R50000101;41;41;0A;0A;PRAVDA;0A0I1F0M0H0H0H0H0I0H0I;0A0I1F0M0H0H0H0H0I0H0I;PRAVDA;;1I1Q2N1U1P1Q1P1Q1R1P1Q;1I1Q2N1U1P1P1P1P1Q1P1Q;NEPRAVDA;P17;NEPRAVDA;BLOCK2
134;1U20000101;41;41;0A;0A;PRAVDA;0A0I1I0J0H0H0H0H0I0H0I;0A0I1I0J0H0H0H0H0I0H0I;PRAVDA;;1I1Q2Q1R1P1Q1P1Q1R1P1Q;1I1Q2Q1R1P1P1P1P1Q1P1Q;NEPRAVDA;P17;NEPRAVDA;BLOCK2
135;1W00000101;41;41;0A;0A;PRAVDA;0A0I1K0H0H0H0H0H0I0H0I;0A0I1K0H0H0H0H0H0I0H0I;PRAVDA;;1I1Q2S1P1Q1P1Q1P1Q1P1Q;1I1Q2S1P1P1P1P1P1Q1P1Q;NEPRAVDA;P16;NEPRAVDA;BLOCK2
136;2BD0000101;41;41;0A;0A;PRAVDA;0A0J0Z110H0H0H0H0I0H0I;0A0J0Z110H0H0H0H0I0H0I;PRAVDA;;1I1R27291P1Q1P1Q1R1P1Q;1I1R27291P1P1P1P1Q1P1Q;NEPRAVDA;P17;NEPRAVDA;BLOCK2
137;2N80000101;41;41;0A;0A;PRAVDA;0A0J1B0P0H0H0H0H0I0H0I;0A0J1B0P0H0H0H0H0I0H0I;PRAVDA;;1I1R2J1X1P1Q1P1Q1R1P1Q;1I1R2J1X1P1P1P1P1Q1P1Q;NEPRAVDA;P17;NEPRAVDA;BLOCK2
138;2P60000101;41;41;0A;0A;PRAVDA;0A0J1D0N0H0H0H0H0I0H0I;0A0J1D0N0H0H0H0H0I0H0I;PRAVDA;;1I1R2L1V1P1Q1P1Q1R1P1Q;1I1R2L1V1P1P1P1P1Q1P1Q;NEPRAVDA;P17;NEPRAVDA;BLOCK2
139;2T20000101;41;41;0A;0A;PRAVDA;0A0J1H0J0H0H0H0H0I0H0I;0A0J1H0J0H0H0H0H0I0H0I;PRAVDA;;1I1R2P1R1P1Q1P1Q1R1P1Q;1I1R2P1R1P1P1P1P1Q1P1Q;NEPRAVDA;P17;NEPRAVDA;BLOCK2
140;4S10000101;41;41;0A;0A;PRAVDA;0A0L1G0I0H0H0H0H0I0H0I;0A0L1G0I0H0H0H0H0I0H0I;PRAVDA;;1I1T2O1Q1P1Q1P1Q1R1P1Q;1I1T2O1Q1P1P1P1P1Q1P1Q;NEPRAVDA;P17;NEPRAVDA;BLOCK2
141;6L60000101;41;41;0A;0A;PRAVDA;0A0N190N0H0H0H0H0I0H0I;0A0N190N0H0H0H0H0I0H0I;PRAVDA;;1I1V2H1V1P1Q1P1Q1R1P1Q;1I1V2H1V1P1P1P1P1Q1P1Q;NEPRAVDA;P17;NEPRAVDA;BLOCK2
142;6UOXJ00101;41;41;0A;0A;PRAVDA;0A0N1I1C1L170H0H0I0H0I;0A0N1I1C1L170H0H0I0H0I;PRAVDA;;1I1V2Q2K2T2F1P1Q1R1P1Q;1I1V2Q2K2T2F1P1P1Q1P1Q;NEPRAVDA;P19;NEPRAVDA;BLOCK2
143;9UQSJ00101;41;41;0A;0A;PRAVDA;0A0Q1I1E1G170H0H0I0H0I;0A0Q1I1E1G170H0H0I0H0I;PRAVDA;;1I1Y2Q2M2O2F1P1Q1R1P1Q;1I1Y2Q2M2O2F1P1P1Q1P1Q;NEPRAVDA;P19;NEPRAVDA;BLOCK2
144;IWEMJ00101;41;41;0A;0A;PRAVDA;0A161K121A170H0H0I0H0I;0A161K121A170H0H0I0H0I;PRAVDA;;1I2E2S2A2I2F1P1Q1R1P1Q;1I2E2S2A2I2F1P1P1Q1P1Q;NEPRAVDA;P19;NEPRAVDA;BLOCK2
145;LHEYJ00101;41;41;0A;0A;PRAVDA;0A1915121M170H0H0I0H0I;0A1915121M170H0H0I0H0I;PRAVDA;;1I2H2D2A2U2F1P1Q1R1P1Q;1I2H2D2A2U2F1P1P1Q1P1Q;NEPRAVDA;P19;NEPRAVDA;BLOCK2
146;OBPQJ00101;41;41;0A;0A;PRAVDA;0A1C0Z1D1E170H0H0I0H0I;0A1C0Z1D1E170H0H0I0H0I;PRAVDA;;1I2K272L2M2F1P1Q1R1P1Q;1I2K272L2M2F1P1P1Q1P1Q;NEPRAVDA;P19;NEPRAVDA;BLOCK2
147;T3YRJ00101;41;41;0A;0A;PRAVDA;0A1H0K1M1F170H0H0I0H0I;0A1H0K1M1F170H0H0I0H0I;PRAVDA;;1I2P1S2U2N2F1P1Q1R1P1Q;1I2P1S2U2N2F1P1P1Q1P1Q;NEPRAVDA;P19;NEPRAVDA;BLOCK2
148;V200000101;41;41;0A;0A;PRAVDA;0A1J0J0H0H0H0H0H0I0H0I;0A1J0J0H0H0H0H0H0I0H0I;PRAVDA;;1I2R1R1P1Q1P1Q1P1Q1P1Q;1I2R1R1P1P1P1P1P1Q1P1Q;NEPRAVDA;P16;NEPRAVDA;BLOCK2
149;1DD0000101;42;42;0B;0B;PRAVDA;0B0I11110H0H0H0H0I0H0I;0B0I11110H0H0H0H0I0H0I;PRAVDA;;1K1R2A2B1Q1R1Q1R1S1Q1R;1K1R2A2A1Q1Q1Q1Q1R1Q1R;NEPRAVDA;P15;NEPRAVDA;BLOCK2
150;1EC0000101;42;42;0B;0B;PRAVDA;0B0I12100H0H0H0H0I0H0I;0B0I12100H0H0H0H0I0H0I;PRAVDA;;1K1R2B291Q1R1Q1R1S1Q1R;1K1R2B291Q1Q1Q1Q1R1Q1R;NEPRAVDA;P17;NEPRAVDA;BLOCK2
151;1GA0000101;42;42;0B;0B;PRAVDA;0B0I140Y0H0H0H0H0I0H0I;0B0I140Y0H0H0H0H0I0H0I;PRAVDA;;1K1R2D271Q1R1Q1R1S1Q1R;1K1R2D271Q1Q1Q1Q1R1Q1R;NEPRAVDA;P17;NEPRAVDA;BLOCK2
152;1O90000101;42;42;0B;0B;PRAVDA;0B0I1C0Q0H0H0H0H0I0H0I;0B0I1C0Q0H0H0H0H0I0H0I;PRAVDA;;1K1R2L1Z1Q1R1Q1R1S1Q1R;1K1R2L1Z1Q1Q1Q1Q1R1Q1R;NEPRAVDA;P17;NEPRAVDA;BLOCK2
153;1P80000101;42;42;0B;0B;PRAVDA;0B0I1D0P0H0H0H0H0I0H0I;0B0I1D0P0H0H0H0H0I0H0I;PRAVDA;;1K1R2M1Y1Q1R1Q1R1S1Q1R;1K1R2M1Y1Q1Q1Q1Q1R1Q1R;NEPRAVDA;P17;NEPRAVDA;BLOCK2
154;1Q70000101;42;42;0B;0B;PRAVDA;0B0I1E0O0H0H0H0H0I0H0I;0B0I1E0O0H0H0H0H0I0H0I;PRAVDA;;1K1R2N1X1Q1R1Q1R1S1Q1R;1K1R2N1X1Q1Q1Q1Q1R1Q1R;NEPRAVDA;P17;NEPRAVDA;BLOCK2
155;1R60000101;42;42;0B;0B;PRAVDA;0B0I1F0N0H0H0H0H0I0H0I;0B0I1F0N0H0H0H0H0I0H0I;PRAVDA;;1K1R2O1W1Q1R1Q1R1S1Q1R;1K1R2O1W1Q1Q1Q1Q1R1Q1R;NEPRAVDA;P17;NEPRAVDA;BLOCK2
156;1S50000101;42;42;0B;0B;PRAVDA;0B0I1G0M0H0H0H0H0I0H0I;0B0I1G0M0H0H0H0H0I0H0I;PRAVDA;;1K1R2P1V1Q1R1Q1R1S1Q1R;1K1R2P1V1Q1Q1Q1Q1R1Q1R;NEPRAVDA;P17;NEPRAVDA;BLOCK2
157;1U30000101;42;42;0B;0B;PRAVDA;0B0I1I0K0H0H0H0H0I0H0I;0B0I1I0K0H0H0H0H0I0H0I;PRAVDA;;1K1R2R1T1Q1R1Q1R1S1Q1R;1K1R2R1T1Q1Q1Q1Q1R1Q1R;NEPRAVDA;P17;NEPRAVDA;BLOCK2
158;2FA0000101;42;42;0B;0B;PRAVDA;0B0J130Y0H0H0H0H0I0H0I;0B0J130Y0H0H0H0H0I0H0I;PRAVDA;;1K1S2C271Q1R1Q1R1S1Q1R;1K1S2C271Q1Q1Q1Q1R1Q1R;NEPRAVDA;P17;NEPRAVDA;BLOCK2
159;2P70000101;42;42;0B;0B;PRAVDA;0B0J1D0O0H0H0H0H0I0H0I;0B0J1D0O0H0H0H0H0I0H0I;PRAVDA;;1K1S2M1X1Q1R1Q1R1S1Q1R;1K1S2M1X1Q1Q1Q1Q1R1Q1R;NEPRAVDA;P17;NEPRAVDA;BLOCK2
160;2V10000101;42;42;0B;0B;PRAVDA;0B0J1J0I0H0H0H0H0I0H0I;0B0J1J0I0H0H0H0H0I0H0I;PRAVDA;;1K1S2S1R1Q1R1Q1R1S1Q1R;1K1S2S1R1Q1Q1Q1Q1R1Q1R;NEPRAVDA;P17;NEPRAVDA;BLOCK2
161;5S10000101;42;42;0B;0B;PRAVDA;0B0M1G0I0H0H0H0H0I0H0I;0B0M1G0I0H0H0H0H0I0H0I;PRAVDA;;1K1V2P1R1Q1R1Q1R1S1Q1R;1K1V2P1R1Q1Q1Q1Q1R1Q1R;NEPRAVDA;P17;NEPRAVDA;BLOCK2
162;U3YRJ00101;42;42;0B;0B;PRAVDA;0B1I0K1M1F170H0H0I0H0I;0B1I0K1M1F170H0H0I0H0I;PRAVDA;;1K2R1T2V2O2G1Q1R1S1Q1R;1K2R1T2V2O2G1Q1Q1R1Q1R;NEPRAVDA;P19;NEPRAVDA;BLOCK2
163;U400000101;42;42;0B;0B;PRAVDA;0B1I0L0H0H0H0H0H0I0H0I;0B1I0L0H0H0H0H0H0I0H0I;PRAVDA;;1K2R1U1Q1R1Q1R1Q1R1Q1R;1K2R1U1Q1Q1Q1Q1Q1R1Q1R;NEPRAVDA;P16;NEPRAVDA;BLOCK2
