SourceRow;WorkerID;RawPrefix;PrefixASCII;n;X;Parity;Const;Y;Trailing;ActualTail;CalcTail;Result;FirstDiffPos;ActualAtDiff;CalcAtDiff;ActualLen;CalcLen;ActualPairs;CalcPairs;;SOUHRN V1;;;
508;0SFNJ00101;114;114;5;95;0I0I0H;219;97;0;0H1G131B172N0I0I0H632P0;0H1G131B172N0I0I0H632P0;OK;;;;23;23;11;11;;;;;
509;GD9SJ00101;114;114;5;95;0I0I0H;219;97;0;14110Q1G172N0I0I0H632P0;14110Q1G172N0I0I0H632P0;OK;;;;23;23;11;11;;;;;
510;MC8OJ00101;114;114;5;95;0I0I0H;219;97;0;1A100P1C172N0I0I0H632P0;1A100P1C172N0I0I0H632P0;OK;;;;23;23;11;11;;;;;
511;O7ELJ00101;114;114;5;95;0I0I0H;219;97;0;1C0O1219172N0I0I0H632P0;1C0O1219172N0I0I0H632P0;OK;;;;23;23;11;11;;;;;
512;SA2QJ00101;114;114;5;95;0I0I0H;219;97;0;1G0Y0J1E172N0I0I0H632P0;1G0Y0J1E172N0I0I0H632P0;OK;;;;23;23;11;11;;;;;
513;G4GVJ00101;115;115;5;96;0I0H0I;219;98;0;140L141J172O0I0H0I632Q0;140L141J172O0I0H0I632Q0;OK;;;;23;23;11;11;;;;;
514;TA2QJ00101;115;115;5;96;0I0H0I;219;98;0;1H0Y0J1E172O0I0H0I632Q0;1H0Y0J1E172O0I0H0I632Q0;OK;;;;23;23;11;11;;;;;
515;AEPX500101;116;116;5;97;0I0I0H;219;99;0;0Y121D1L0M2P0I0I0H632R0;0Y121D1L0M2P0I0I0H632R0;OK;;;;23;23;11;11;;;;;
516;II5RJ00101;116;116;5;97;0I0I0H;219;99;0;16160M1F172P0I0I0H632R0;16160M1F172P0I0I0H632R0;OK;;;;23;23;11;11;;;;;
517;PC2TJ00101;116;116;5;97;0I0I0H;219;99;0;1D100J1H172P0I0I0H632R0;1D100J1H172P0I0I0H632R0;OK;;;;23;23;11;11;;;;;
518;1UFNJ00101;117;117;5;98;0I0H0I;219;100;0;0I1I131B17010I0I0H63030;0I1I131B172Q0I0H0I632S0;FAIL;11;0;2;23;23;11;11;;;;;
519;4UDMJ00101;117;117;5;98;0I0H0I;219;100;0;0L1I111A17010I0I0H63030;0L1I111A172Q0I0H0I632S0;FAIL;11;0;2;23;23;11;11;;;;;
520;BEPX500101;117;117;5;98;0I0H0I;219;100;0;0Z121D1L0M010I0I0H63030;0Z121D1L0M2Q0I0H0I632S0;FAIL;11;0;2;23;23;11;11;;;;;
521;E6KTJ00101;117;117;5;98;0I0H0I;219;100;0;120N181H17010I0I0H63030;120N181H172Q0I0H0I632S0;FAIL;11;0;2;23;23;11;11;;;;;
522;F5KTJ00101;117;117;5;98;0I0H0I;219;100;0;130M181H17010I0I0H63030;130M181H172Q0I0H0I632S0;FAIL;11;0;2;23;23;11;11;;;;;
523;NEUG500101;117;117;5;98;0I0H0I;219;100;0;1B121I140M010I0I0H63030;1B121I140M2Q0I0H0I632S0;FAIL;11;0;2;23;23;11;11;;;;;
524;R7ELJ00101;117;117;5;98;0I0H0I;219;100;0;1F0O121917010I0I0H63030;1F0O1219172Q0I0H0I632S0;FAIL;11;0;2;23;23;11;11;;;;;
525;R1DTJ00101;118;118;5;99;0I0I0H;219;1;0;1F0I111H17010I0I0H63030;1F0I111H172R0I0I0H63010;FAIL;11;0;2;23;23;11;11;;;;;
526;6ETNI00101;119;119;5;100;0I0H0I;219;2;0;0N121H1B16010I0I0H63030;0N121H1B162S0I0H0I63020;FAIL;11;0;2;23;23;11;11;;;;;
527;S1DTJ00101;119;119;5;100;0I0H0I;219;2;0;1G0I111H17010I0I0H63030;1G0I111H172S0I0H0I63020;FAIL;11;0;2;23;23;11;11;;;;;
528;9OJKJ00101;120;120;5;1;0I0I0H;219;3;0;0Q1C171817010I0I0H63030;0Q1C171817010I0I0H63030;OK;;;;23;23;11;11;;;;;
529;U7ELJ00101;120;120;5;1;0I0I0H;219;3;0;1I0O121917010I0I0H63030;1I0O121917010I0I0H63030;OK;;;;23;23;11;11;;;;;
530;1EXRH00101;121;121;5;2;0I0H0I;219;4;0;0I121L1F15020I0H0I63040;0I121L1F15020I0H0I63040;OK;;;;23;23;11;11;;;;;
531;9X9TJ00101;121;121;5;2;0I0H0I;219;4;0;0Q1L0Q1H17020I0H0I63040;0Q1L0Q1H17020I0H0I63040;OK;;;;23;23;11;11;;;;;
532;CGGQF00101;121;121;5;2;0I0H0I;219;4;0;1014141E13020I0H0I63040;1014141E13020I0H0I63040;OK;;;;23;23;11;11;;;;;
533;GBATJ00101;121;121;5;2;0I0H0I;219;4;0;140Z0Y1H17020I0H0I63040;140Z0Y1H17020I0H0I63040;OK;;;;23;23;11;11;;;;;
534;5BPXJ00101;122;122;5;3;0I0I0H;219;5;0;0M0Z1D1L17030I0I0H63050;0M0Z1D1L17030I0I0H63050;OK;;;;23;23;11;11;;;;;
535;AFLLJ00101;122;122;5;3;0I0I0H;219;5;0;0Y13191917030I0I0H63050;0Y13191917030I0I0H63050;OK;;;;23;23;11;11;;;;;
536;AOANJ00101;122;122;5;3;0I0I0H;219;5;0;0Y1C0Y1B17030I0I0H63050;0Y1C0Y1B17030I0I0H63050;OK;;;;23;23;11;11;;;;;
537;W7ELJ00101;122;122;5;3;0I0I0H;219;5;0;1K0O121917030I0I0H63050;1K0O121917030I0I0H63050;OK;;;;23;23;11;11;;;;;
538;6BPXJ00101;123;123;5;4;0I0H0I;219;6;0;0N0Z1D1L17040I0H0I63060;0N0Z1D1L17040I0H0I63060;OK;;;;23;23;11;11;;;;;
539;8VEMJ00101;123;123;5;4;0I0H0I;219;6;0;0P1J121A17040I0H0I63060;0P1J121A17040I0H0I63060;OK;;;;23;23;11;11;;;;;
540;EKBNJ00101;123;123;5;4;0I0H0I;219;6;0;12180Z1B17040I0H0I63060;12180Z1B17040I0H0I63060;OK;;;;23;23;11;11;;;;;
541;I4QRJ00101;123;123;5;4;0I0H0I;219;6;0;160L1E1F17040I0H0I63060;160L1E1F17040I0H0I63060;OK;;;;23;23;11;11;;;;;
542;QI5QJ00101;123;123;5;4;0I0H0I;219;6;0;1E160M1E17040I0H0I63060;1E160M1E17040I0H0I63060;OK;;;;23;23;11;11;;;;;
543;X7ELJ00101;123;123;5;4;0I0H0I;219;6;0;1L0O121917040I0H0I63060;1L0O121917040I0H0I63060;OK;;;;23;23;11;11;;;;;
544;1PQOJ00101;124;124;5;5;0I0I0H;219;7;0;0I1D1E1C17050I0I0H63070;0I1D1E1C17050I0I0H63070;OK;;;;23;23;11;11;;;;;
545;QD9SJ00101;124;124;5;5;0I0I0H;219;7;0;1E110Q1G17050I0I0H63070;1E110Q1G17050I0I0H63070;OK;;;;23;23;11;11;;;;;
546;1YKMJ00101;125;125;5;6;0I0H0I;219;8;0;0I1M181A17060I0H0I63080;0I1M181A17060I0H0I63080;OK;;;;23;23;11;11;;;;;
547;TB9SJ00101;125;125;5;6;0I0H0I;219;8;0;1H0Z0Q1G17060I0H0I63080;1H0Z0Q1G17060I0H0I63080;OK;;;;23;23;11;11;;;;;
548;VEUG500101;125;125;5;6;0I0H0I;219;8;0;1J121I140M060I0H0I63080;1J121I140M060I0H0I63080;OK;;;;23;23;11;11;;;;;
549;1KPWJ00101;126;126;5;7;0I0I0H;219;9;0;0I181D1K17070I0I0H63090;0I181D1K17070I0I0H63090;OK;;;;23;23;11;11;;;;;
550;LBATJ00101;126;126;5;7;0I0I0H;219;9;0;190Z0Y1H17070I0I0H63090;190Z0Y1H17070I0I0H63090;OK;;;;23;23;11;11;;;;;
551;N6RMJ00101;126;126;5;7;0I0I0H;219;9;0;1B0N1F1A17070I0I0H63090;1B0N1F1A17070I0I0H63090;OK;;;;23;23;11;11;;;;;
552;TC9SJ00101;126;126;5;7;0I0I0H;219;9;0;1H100Q1G17070I0I0H63090;1H100Q1G17070I0I0H63090;OK;;;;23;23;11;11;;;;;
553;2NQSJ00101;127;127;5;8;0I0H0I;219;10;0;0J1B1E1G17080I0H0I630A0;0J1B1E1G17080I0H0I630A0;OK;;;;23;23;11;11;;;;;
554;2ZKMJ00101;127;127;5;8;0I0H0I;219;10;0;0J1N181A17080I0H0I630A0;0J1N181A17080I0H0I630A0;OK;;;;23;23;11;11;;;;;
555;5YCSJ00101;127;127;5;8;0I0H0I;219;10;0;0M1M101G17080I0H0I630A0;0M1M101G17080I0H0I630A0;OK;;;;23;23;11;11;;;;;
556;PG8UJ00101;127;127;5;8;0I0H0I;219;10;0;1D140P1I17080I0H0I630A0;1D140P1I17080I0H0I630A0;OK;;;;23;23;11;11;;;;;
557;Q2IXJ00101;127;127;5;8;0I0H0I;219;10;0;1E0J161L17080I0H0I630A0;1E0J161L17080I0H0I630A0;OK;;;;23;23;11;11;;;;;
558;SN7LJ00101;127;127;5;8;0I0H0I;219;10;0;1G1B0O1917080I0H0I630A0;1G1B0O1917080I0H0I630A0;OK;;;;23;23;11;11;;;;;
559;0TROJ00101;128;128;5;9;0I0I0H;219;11;0;0H1H1F1C17090I0I0H630B0;0H1H1F1C17090I0I0H630B0;OK;;;;23;23;11;11;;;;;
560;3KPWJ00101;128;128;5;9;0I0I0H;219;11;0;0K181D1K17090I0I0H630B0;0K181D1K17090I0I0H630B0;OK;;;;23;23;11;11;;;;;
561;JKBNJ00101;128;128;5;9;0I0I0H;219;11;0;17180Z1B17090I0I0H630B0;17180Z1B17090I0I0H630B0;OK;;;;23;23;11;11;;;;;
562;KI8YJ00101;128;128;5;9;0I0I0H;219;11;0;18160P1M17090I0I0H630B0;18160P1M17090I0I0H630B0;OK;;;;23;23;11;11;;;;;
563;QG8UJ00101;128;128;5;9;0I0I0H;219;11;0;1E140P1I17090I0I0H630B0;1E140P1I17090I0I0H630B0;OK;;;;23;23;11;11;;;;;
564;TBCLJ00101;128;128;5;9;0I0I0H;219;11;0;1H0Z101917090I0I0H630B0;1H0Z101917090I0I0H630B0;OK;;;;23;23;11;11;;;;;
565;1QQSJ00101;129;129;5;10;0I0H0I;219;12;0;0I1E1E1G170A0I0H0I630C0;0I1E1E1G170A0I0H0I630C0;OK;;;;23;23;11;11;;;;;
566;2TQOJ00101;129;129;5;10;0I0H0I;219;12;0;0J1H1E1C170A0I0H0I630C0;0J1H1E1C170A0I0H0I630C0;OK;;;;23;23;11;11;;;;;
567;4ZKMJ00101;129;129;5;10;0I0H0I;219;12;0;0L1N181A170A0I0H0I630C0;0L1N181A170A0I0H0I630C0;OK;;;;23;23;11;11;;;;;
568;7YDRJ00101;129;129;5;10;0I0H0I;219;12;0;0O1M111F170A0I0H0I630C0;0O1M111F170A0I0H0I630C0;OK;;;;23;23;11;11;;;;;
569;LI8YJ00101;129;129;5;10;0I0H0I;219;12;0;19160P1M170A0I0H0I630C0;19160P1M170A0I0H0I630C0;OK;;;;23;23;11;11;;;;;
570;RG8UJ00101;129;129;5;10;0I0H0I;219;12;0;1F140P1I170A0I0H0I630C0;1F140P1I170A0I0H0I630C0;OK;;;;23;23;11;11;;;;;
571;X9ATJ00101;129;129;5;10;0I0H0I;219;12;0;1L0Q0Y1H170A0I0H0I630C0;1L0Q0Y1H170A0I0H0I630C0;OK;;;;23;23;11;11;;;;;
572;8YDRJ00101;130;130;5;11;0I0I0H;219;13;0;0P1M111F170B0I0I0H630D0;0P1M111F170B0I0I0H630D0;OK;;;;23;23;11;11;;;;;
573;K5QVJ00101;130;130;5;11;0I0I0H;219;13;0;180M1E1J170B0I0I0H630D0;180M1E1J170B0I0I0H630D0;OK;;;;23;23;11;11;;;;;
574;M6WMJ00101;130;130;5;11;0I0I0H;219;13;0;1A0N1K1A170B0I0I0H630D0;1A0N1K1A170B0I0I0H630D0;OK;;;;23;23;11;11;;;;;
575;SG8UJ00101;130;130;5;11;0I0I0H;219;13;0;1G140P1I170B0I0I0H630D0;1G140P1I170B0I0I0H630D0;OK;;;;23;23;11;11;;;;;
576;Z6ERJ00101;130;130;5;11;0I0I0H;219;13;0;1N0N121F170B0I0I0H630D0;1N0N121F170B0I0I0H630D0;OK;;;;23;23;11;11;;;;;
